Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2023-8-14 11:51:38.276	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	766	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.276	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	766	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.278	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	765	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.278	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	765	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.280	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	764	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.280	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	764	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.282	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	764	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.282	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.762	35.43	-322	295	764	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.284	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-321	295	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.284	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-321	295	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.286	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	296	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.286	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	296	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.288	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	296	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.288	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	296	763	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.290	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	297	762	None	None	None	None	0.88828	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.290	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	297	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.292	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.292	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.294	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45139
 2023-8-14 11:51:38.294	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.37	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
 2023-8-14 11:51:38.296	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.45	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
 2023-8-14 11:51:38.296	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.45	-322	298	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
 2023-8-14 11:51:38.298	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.45	-323	297	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
 2023-8-14 11:51:38.298	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.45	-323	297	762	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
 2023-8-14 11:51:38.300	-0.0571	0.0034	1.0454	0.0	0.0	0.0	-1.362	-9.608	-53.756	35.45	-324	297	761	None	None	None	None	0.88831	-0.04843	-0.06934	-0.45135
