Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2023-8-14 11:56:19.674	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.07	-963	427	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.674	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.07	-963	427	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.676	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	427	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.676	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	427	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.678	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	426	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.678	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	426	-63	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.680	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-964	426	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.680	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-964	426	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.682	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-964	426	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.682	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-964	426	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.684	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	427	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.684	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	427	-64	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.686	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	428	-65	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
 2023-8-14 11:56:19.686	-0.0527	-0.0239	1.0459	0.0	0.0	0.0	2.148	-9.47	-76.388	35.05	-963	428	-65	None	None	None	None	0.78403	-0.03635	-0.07645	-0.6149
