Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2023-8-14 12:20:37.712	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-393	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.712	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-393	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.714	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.714	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.716	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.716	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.12	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.718	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.718	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.720	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.720	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.722	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.722	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	466	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.724	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	465	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.724	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-394	465	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.726	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-393	465	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.726	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-52	-393	465	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.728	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-51	-393	465	None	None	None	None	-0.06677	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.728	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.11	-51	-393	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.730	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.13	-51	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.730	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.13	-51	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.732	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.13	-50	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.732	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.348	36.13	-50	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.734	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.734	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-392	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.736	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-391	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.736	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-391	465	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.738	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-391	466	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.738	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-50	-391	466	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.740	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-51	-391	466	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
 2023-8-14 12:20:37.740	-0.0908	-0.0112	1.0483	0.0	0.0	0.0	9.734	12.673	173.342	36.13	-51	-391	466	None	None	None	None	-0.0668	0.10489	-0.09058	-0.98807
