Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2023-8-14 12:12:43.134	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.85	-69	-354	516	None	None	None	None	-0.04813	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.136	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.85	-69	-353	517	None	None	None	None	-0.04813	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.136	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.85	-69	-353	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.138	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-353	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.138	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-353	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.140	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-352	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.140	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-352	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.142	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-352	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.142	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-352	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.144	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.144	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.146	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.146	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	518	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.148	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.148	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.95	-69	-351	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.150	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.91	-69	-351	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
 2023-8-14 12:12:43.150	-0.0933	-0.0107	1.0474	0.0	0.0	0.0	9.992	12.398	175.512	35.91	-69	-351	517	None	None	None	None	-0.04816	0.10413	-0.09073	-0.98923
