Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 1.96143, 0.382034, 220.57, 0.000976562, -0.000976562, -0.000976562, -0.0722656, 0.333984, -9.82031, 12.8.2021 17:43:23.816
1, 1.96143, 0.382034, 220.57, 0.000976562, -0.000976562, 0, -0.0488281, 0.338867, -9.84375, 12.8.2021 17:43:23.817
2, 1.96143, 0.382034, 220.57, 0.000976562, -0.000976562, 0, -0.0986328, 0.353516, -9.83105, 12.8.2021 17:43:23.825
3, 1.96143, 0.382034, 220.57, 0.000976562, -0.000976562, 0, -0.0273438, 0.324219, -9.83789, 12.8.2021 17:43:23.833
4, 1.95487, 0.379609, 220.57, 0, -0.000976562, 0, -0.0683594, 0.332031, -9.83887, 12.8.2021 17:43:23.841
5, 1.95487, 0.379609, 220.57, 0, -0.000976562, -0.000976562, -0.101562, 0.345703, -9.81934, 12.8.2021 17:43:23.850
6, 1.95487, 0.379609, 220.57, -0.00195312, -0.00195312, 0, -0.015625, 0.321289, -9.81641, 12.8.2021 17:43:23.857
7, 1.95487, 0.379609, 220.57, 0, -0.000976562, 0, -0.0839844, 0.347656, -9.80566, 12.8.2021 17:43:23.865
8, 1.95487, 0.379609, 220.57, 0, -0.000976562, -0.000976562, -0.0634766, 0.351562, -9.8457, 12.8.2021 17:43:23.873
9, 1.95487, 0.379609, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0195312, 0.332031, -9.77637, 12.8.2021 17:43:23.881
10, 1.95487, 0.379609, 220.57, -0.000976562, -0.000976562, 0, -0.126953, 0.359375, -9.7832, 12.8.2021 17:43:23.887
11, 1.95487, 0.379609, 220.57, -0.00195312, 0.000976562, -0.000976562, -0.0556641, 0.342773, -9.81543, 12.8.2021 17:43:23.895
12, 1.95487, 0.379609, 220.57, -0.000976562, 0.000976562, -0.000976562, -0.0498047, 0.330078, -9.86523, 12.8.2021 17:43:23.903
13, 1.95487, 0.379609, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.113281, 0.361328, -9.84668, 12.8.2021 17:43:23.911
14, 1.95487, 0.379609, 220.57, -0.00195312, -0.000976562, -0.000976562, -0.0302734, 0.335938, -9.83496, 12.8.2021 17:43:23.919
15, 1.95487, 0.379609, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0732422, 0.329102, -9.83203, 12.8.2021 17:43:23.927
16, 1.95487, 0.379609, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0888672, 0.374023, -9.81836, 12.8.2021 17:43:23.935
17, 1.95487, 0.379609, 220.57, -0.00195312, 0.000976562, 0, -0.0195312, 0.327148, -9.76953, 12.8.2021 17:43:23.943
18, 1.95487, 0.379609, 220.57, -0.00195312, 0.000976562, -0.000976562, -0.0800781, 0.339844, -9.86035, 12.8.2021 17:43:23.951
19, 1.96143, 0.382034, 220.57, -0.000976562, -0.000976562, 0, -0.0654297, 0.338867, -9.83398, 12.8.2021 17:43:23.959
20, 1.96143, 0.382034, 220.57, -0.000976562, -0.00195312, 0, -0.0341797, 0.303711, -9.78125, 12.8.2021 17:43:23.967
21, 1.96143, 0.382034, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.126953, 0.367188, -9.80176, 12.8.2021 17:43:23.975
22, 1.96385, 0.375474, 220.57, -0.000976562, -0.000976562, 0, -0.0439453, 0.333008, -9.79492, 12.8.2021 17:43:23.983
23, 1.96385, 0.375474, 220.57, 0.000976562, -0.00195312, 0, -0.0771484, 0.317383, -9.8252, 12.8.2021 17:43:23.991
24, 1.96143, 0.382034, 220.57, -0.000976562, -0.00195312, -0.000976562, -0.113281, 0.353516, -9.84961, 12.8.2021 17:43:23.999
25, 1.96143, 0.382034, 220.57, -0.00195312, -0.00195312, -0.000976562, 0.0078125, 0.329102, -9.83984, 12.8.2021 17:43:24.007
26, 1.96143, 0.382034, 220.57, -0.00195312, -0.000976562, -0.000976562, -0.0537109, 0.317383, -9.82031, 12.8.2021 17:43:24.015
27, 1.96143, 0.382034, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.09375, 0.356445, -9.7832, 12.8.2021 17:43:24.023
28, 1.96143, 0.382034, 220.57, -0.00195312, 0.000976562, 0, -0.0273438, 0.317383, -9.82617, 12.8.2021 17:43:24.031
29, 1.96385, 0.375474, 220.57, -0.00195312, -0.000976562, 0, -0.106445, 0.371094, -9.8584, 12.8.2021 17:43:24.039
30, 1.96385, 0.375474, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0771484, 0.333008, -9.80078, 12.8.2021 17:43:24.047
31, 1.96385, 0.375474, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0371094, 0.348633, -9.85352, 12.8.2021 17:43:24.055
32, 1.97073, 0.377919, 220.568, -0.000976562, -0.00195312, -0.000976562, -0.113281, 0.348633, -9.83984, 12.8.2021 17:43:24.063
33, 1.97073, 0.377919, 220.568, -0.000976562, -0.000976562, 0, -0.0517578, 0.329102, -9.83008, 12.8.2021 17:43:24.071
34, 1.9704, 0.377899, 220.57, -0.000976562, 0.000976562, 0, -0.0605469, 0.316406, -9.81152, 12.8.2021 17:43:24.079
35, 1.9704, 0.377899, 220.57, -0.00195312, 0.000976562, -0.000976562, -0.111328, 0.34375, -9.84082, 12.8.2021 17:43:24.087
36, 1.97073, 0.377919, 220.568, -0.00195312, 0.000976562, -0.000976562, -0.0253906, 0.345703, -9.82715, 12.8.2021 17:43:24.095
37, 1.97073, 0.377919, 220.568, -0.00195312, -0.000976562, -0.000976562, -0.0898438, 0.327148, -9.84863, 12.8.2021 17:43:24.103
38, 1.97073, 0.377919, 220.568, -0.000976562, -0.000976562, 0, -0.0771484, 0.357422, -9.82422, 12.8.2021 17:43:24.111
39, 1.97073, 0.377919, 220.568, -0.00195312, -0.00195312, 0, 0.00878906, 0.323242, -9.80762, 12.8.2021 17:43:24.119
40, 1.97073, 0.377919, 220.568, -0.00195312, -0.000976562, 0, -0.0947266, 0.363281, -9.83789, 12.8.2021 17:43:24.127
41, 1.97073, 0.377919, 220.568, -0.000976562, -0.000976562, -0.000976562, -0.0654297, 0.344727, -9.80371, 12.8.2021 17:43:24.135
42, 1.97073, 0.377919, 220.568, 0, -0.000976562, 0, -0.0292969, 0.338867, -9.82324, 12.8.2021 17:43:24.143
43, 1.97073, 0.377919, 220.568, 0, 0.000976562, -0.000976562, -0.115234, 0.353516, -9.83301, 12.8.2021 17:43:24.151
44, 1.97073, 0.377919, 220.568, 0, -0.000976562, 0, -0.0517578, 0.368164, -9.84766, 12.8.2021 17:43:24.159
45, 1.97073, 0.377919, 220.568, -0.000976562, -0.00195312, 0, -0.0449219, 0.306641, -9.86816, 12.8.2021 17:43:24.167
46, 1.97696, 0.380324, 220.57, 0, -0.000976562, 0, -0.111328, 0.34375, -9.84277, 12.8.2021 17:43:24.175
47, 1.97696, 0.380324, 220.57, 0, -0.000976562, 0, -0.0439453, 0.331055, -9.81836, 12.8.2021 17:43:24.183
48, 1.97696, 0.380324, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0302734, 0.333984, -9.83496, 12.8.2021 17:43:24.191
49, 1.97696, 0.380324, 220.57, 0, -0.000976562, -0.000976562, -0.09375, 0.383789, -9.81348, 12.8.2021 17:43:24.199
50, 1.97696, 0.380324, 220.57, -0.000976562, -0.000976562, -0.000976562, -0.0488281, 0.352539, -9.80078, 12.8.2021 17:43:24.207
51, 1.97729, 0.380344, 220.568, 0, 0.000976562, -0.000976562, -0.100586, 0.351562, -9.79102, 12.8.2021 17:43:24.215
