Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 1.979, 0.845309, 160.948, -0.000976562, 0, 0, -0.146484, 0.338867, -9.81641, 12.8.2021 17:12:6.664
1, 1.979, 0.845309, 160.948, -0.000976562, 0, 0, -0.120117, 0.322266, -9.82227, 12.8.2021 17:12:6.672
2, 1.979, 0.845309, 160.948, -0.00195312, 0.000976562, 0, -0.12793, 0.332031, -9.84766, 12.8.2021 17:12:6.680
3, 1.979, 0.845309, 160.948, -0.00195312, 0, 0, -0.154297, 0.325195, -9.83984, 12.8.2021 17:12:6.688
4, 1.98589, 0.844152, 160.948, -0.00195312, 0, 0, -0.078125, 0.291016, -9.83496, 12.8.2021 17:12:6.696
5, 1.98589, 0.844152, 160.948, -0.000976562, 0, 0, -0.114258, 0.323242, -9.85742, 12.8.2021 17:12:6.704
6, 1.98589, 0.844152, 160.948, -0.00195312, 0, 0, -0.121094, 0.351562, -9.85449, 12.8.2021 17:12:6.712
7, 1.98589, 0.844152, 160.948, -0.000976562, 0, 0, -0.0517578, 0.330078, -9.86328, 12.8.2021 17:12:6.720
8, 1.98589, 0.844152, 160.948, -0.00195312, 0.000976562, 0, -0.12793, 0.353516, -9.8418, 12.8.2021 17:12:6.728
9, 1.98589, 0.844152, 160.948, -0.00195312, 0.000976562, 0, -0.0820312, 0.348633, -9.8291, 12.8.2021 17:12:6.736
10, 1.98589, 0.844152, 160.948, -0.000976562, 0.000976562, 0, -0.0644531, 0.306641, -9.87793, 12.8.2021 17:12:6.744
11, 1.98589, 0.844152, 160.948, -0.000976562, 0, 0, -0.177734, 0.333984, -9.80859, 12.8.2021 17:12:6.752
12, 1.98589, 0.844152, 160.948, 0, 0, 0, -0.118164, 0.310547, -9.84082, 12.8.2021 17:12:6.760
13, 1.98589, 0.844152, 160.948, -0.000976562, 0, 0, -0.118164, 0.3125, -9.83398, 12.8.2021 17:12:6.768
14, 1.98474, 0.837255, 160.948, -0.00195312, 0, -0.000976562, -0.15332, 0.329102, -9.80664, 12.8.2021 17:12:6.776
15, 1.98474, 0.837255, 160.948, -0.000976562, 0, 0, -0.0527344, 0.291992, -9.79785, 12.8.2021 17:12:6.784
16, 1.98474, 0.837255, 160.948, -0.000976562, 0, 0, -0.103516, 0.302734, -9.8252, 12.8.2021 17:12:6.792
17, 1.98474, 0.837255, 160.948, -0.00195312, 0, 0, -0.134766, 0.34082, -9.82129, 12.8.2021 17:12:6.800
18, 1.98474, 0.837255, 160.948, -0.00195312, -0.000976562, 0, -0.0585938, 0.302734, -9.82812, 12.8.2021 17:12:6.808
19, 1.98474, 0.837255, 160.948, -0.000976562, -0.000976562, 0, -0.136719, 0.319336, -9.81738, 12.8.2021 17:12:6.816
20, 1.98474, 0.837255, 160.948, -0.00195312, 0, 0, -0.0996094, 0.325195, -9.85254, 12.8.2021 17:12:6.824
21, 1.99163, 0.836099, 160.948, -0.00292969, 0, 0, -0.0566406, 0.314453, -9.83301, 12.8.2021 17:12:6.832
22, 1.99163, 0.836099, 160.948, -0.000976562, -0.00195312, 0, -0.121094, 0.34375, -9.84766, 12.8.2021 17:12:6.840
23, 1.99163, 0.836099, 160.948, -0.000976562, -0.000976562, 0, -0.0800781, 0.31543, -9.83496, 12.8.2021 17:12:6.848
24, 1.99162, 0.835987, 160.941, 0, 0, 0, -0.0986328, 0.329102, -9.82227, 12.8.2021 17:12:6.856
25, 1.99162, 0.835987, 160.941, -0.000976562, 0.000976562, 0, -0.136719, 0.352539, -9.81348, 12.8.2021 17:12:6.864
26, 1.99162, 0.835987, 160.941, -0.000976562, 0, 0, -0.0732422, 0.310547, -9.8418, 12.8.2021 17:12:6.872
27, 1.99162, 0.835987, 160.941, -0.00195312, 0, -0.000976562, -0.12793, 0.320312, -9.83398, 12.8.2021 17:12:6.880
28, 1.99162, 0.835987, 160.941, -0.000976562, 0, 0, -0.108398, 0.34375, -9.82129, 12.8.2021 17:12:6.888
29, 1.99162, 0.835987, 160.941, -0.000976562, 0, 0, -0.0644531, 0.296875, -9.78125, 12.8.2021 17:12:6.896
30, 1.99162, 0.835987, 160.941, -0.000976562, 0, 0, -0.158203, 0.341797, -9.83301, 12.8.2021 17:12:6.904
31, 1.92019, 0.663608, 160.945, -0.000976562, -0.00195312, 0, -0.0986328, 0.347656, -9.81641, 12.8.2021 17:12:6.912
32, 1.90062, 0.631438, 160.946, -0.000976562, 0, -0.000976562, -0.0771484, 0.30957, -9.82812, 12.8.2021 17:12:6.920
33, 1.89946, 0.624541, 160.946, -0.000976562, 0.00195312, 0, -0.15332, 0.370117, -9.8252, 12.8.2021 17:12:6.928
34, 1.89946, 0.624541, 160.946, 0, -0.000976562, 0, -0.0732422, 0.34082, -9.83398, 12.8.2021 17:12:6.936
35, 1.90636, 0.623384, 160.946, -0.000976562, 0, 0, -0.115234, 0.342773, -9.80762, 12.8.2021 17:12:6.944
36, 1.90636, 0.623384, 160.946, 0, 0.000976562, 0, -0.137695, 0.358398, -9.83984, 12.8.2021 17:12:6.952
37, 1.90636, 0.623384, 160.946, 0, 0.000976562, 0, -0.0566406, 0.31543, -9.86133, 12.8.2021 17:12:6.960
38, 1.90636, 0.623384, 160.946, 0, 0, -0.000976562, -0.125977, 0.320312, -9.85938, 12.8.2021 17:12:6.968
39, 1.90636, 0.623384, 160.946, -0.000976562, 0, 0, -0.106445, 0.327148, -9.83887, 12.8.2021 17:12:6.976
40, 1.9121, 0.615331, 160.946, -0.000976562, 0.000976562, 0, -0.0488281, 0.333984, -9.83887, 12.8.2021 17:12:6.984
41, 1.9121, 0.615331, 160.946, 0, 0.000976562, 0, -0.124023, 0.337891, -9.87109, 12.8.2021 17:12:6.992
42, 1.9121, 0.615331, 160.946, -0.000976562, 0, 0, -0.0683594, 0.327148, -9.83691, 12.8.2021 17:12:7.000
43, 1.9121, 0.615331, 160.946, 0, -0.000976562, 0, -0.0820312, 0.332031, -9.83398, 12.8.2021 17:12:7.008
44, 1.9121, 0.615331, 160.946, 0, 0.000976562, 0, -0.148438, 0.337891, -9.81152, 12.8.2021 17:12:7.016
45, 1.91094, 0.608434, 160.946, -0.000976562, 0, 0, -0.0771484, 0.324219, -9.82227, 12.8.2021 17:12:7.024
46, 1.91783, 0.607277, 160.946, -0.000976562, 0, 0, -0.105469, 0.304688, -9.81055, 12.8.2021 17:12:7.032
47, 1.91783, 0.607277, 160.946, 0, -0.00195312, 0, -0.123047, 0.339844, -9.85449, 12.8.2021 17:12:7.040
48, 1.91783, 0.607277, 160.946, -0.000976562, -0.000976562, 0.000976562, -0.0712891, 0.291992, -9.85156, 12.8.2021 17:12:7.048
49, 1.91783, 0.607277, 160.946, -0.000976562, 0, 0, -0.146484, 0.320312, -9.84082, 12.8.2021 17:12:7.056
50, 1.91783, 0.607277, 160.946, -0.000976562, -0.000976562, 0, -0.123047, 0.320312, -9.8457, 12.8.2021 17:12:7.064
51, 1.91783, 0.607277, 160.946, -0.000976562, 0.000976562, 0, -0.0722656, 0.327148, -9.82715, 12.8.2021 17:12:7.072
52, 1.91783, 0.607277, 160.946, 0, -0.000976562, 0, -0.144531, 0.363281, -9.8418, 12.8.2021 17:12:7.080
53, 1.91783, 0.607277, 160.946, -0.000976562, 0, 0, -0.0732422, 0.329102, -9.83887, 12.8.2021 17:12:7.088
54, 1.91781, 0.607168, 160.939, -0.000976562, 0.000976562, 0, -0.0966797, 0.336914, -9.8623, 12.8.2021 17:12:7.094
55, 1.91781, 0.607168, 160.939, 0, -0.000976562, 0, -0.132812, 0.348633, -9.84473, 12.8.2021 17:12:7.102
56, 1.91781, 0.607168, 160.939, 0, -0.000976562, 0, -0.0517578, 0.320312, -9.8418, 12.8.2021 17:12:7.110
57, 1.91781, 0.607168, 160.939, 0, -0.000976562, 0, -0.109375, 0.332031, -9.85059, 12.8.2021 17:12:7.118
58, 1.91666, 0.600271, 160.939, 0.000976562, -0.000976562, 0, -0.132812, 0.3125, -9.83105, 12.8.2021 17:12:7.126
59, 1.91666, 0.600271, 160.939, 0, 0.000976562, 0, -0.0869141, 0.306641, -9.80664, 12.8.2021 17:12:7.134
