Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 1.78362, 0.575892, 103.891, -0.000976562, -0.000976562, 0, -0.125, 0.308594, -9.69238, 1.13.2022 15:27:17.797
1, 1.78362, 0.575892, 103.891, 0, -0.000976562, 0, -0.130859, 0.322266, -9.74121, 1.13.2022 15:27:17.803
2, 1.78362, 0.575892, 103.891, 0, -0.000976562, 0, -0.0498047, 0.269531, -9.75098, 1.13.2022 15:27:17.811
3, 1.77812, 0.580202, 103.891, -0.000976562, -0.000976562, 0, -0.150391, 0.330078, -9.75977, 1.13.2022 15:27:17.819
4, 1.77812, 0.580202, 103.891, -0.000976562, 0, 0, -0.0927734, 0.300781, -9.75488, 1.13.2022 15:27:17.827
5, 1.77812, 0.580202, 103.891, 0, -0.000976562, 0, -0.078125, 0.288086, -9.72949, 1.13.2022 15:27:17.835
6, 1.77812, 0.580202, 103.891, 0, -0.000976562, 0, -0.130859, 0.308594, -9.76562, 1.13.2022 15:27:17.843
7, 1.78242, 0.585709, 103.891, -0.000976562, -0.000976562, 0, -0.0566406, 0.297852, -9.7334, 1.13.2022 15:27:17.851
8, 1.78242, 0.585709, 103.891, -0.000976562, -0.000976562, 0, -0.116211, 0.276367, -9.74023, 1.13.2022 15:27:17.859
9, 1.78225, 0.585646, 103.882, -0.000976562, 0, 0, -0.121094, 0.288086, -9.74512, 1.13.2022 15:27:17.867
10, 1.77812, 0.580202, 103.891, 0, 0, -0.000976562, -0.0546875, 0.279297, -9.75781, 1.13.2022 15:27:17.875
11, 1.77812, 0.580202, 103.891, 0.000976562, 0, -0.000976562, -0.15332, 0.306641, -9.77734, 1.13.2022 15:27:17.883
12, 1.77261, 0.584513, 103.891, 0.000976562, 0, 0, -0.0830078, 0.306641, -9.72852, 1.13.2022 15:27:17.891
13, 1.77261, 0.584513, 103.891, 0.000976562, 0, 0, -0.0927734, 0.314453, -9.73535, 1.13.2022 15:27:17.899
14, 1.77261, 0.584513, 103.891, 0.000976562, 0, -0.000976562, -0.128906, 0.3125, -9.74219, 1.13.2022 15:27:17.907
15, 1.77261, 0.584513, 103.891, 0, -0.000976562, -0.000976562, -0.0527344, 0.289062, -9.76758, 1.13.2022 15:27:17.915
16, 1.77261, 0.584513, 103.891, 0, -0.000976562, -0.000976562, -0.135742, 0.288086, -9.73047, 1.13.2022 15:27:17.923
17, 1.77261, 0.584513, 103.891, -0.000976562, -0.000976562, 0, -0.0898438, 0.306641, -9.71875, 1.13.2022 15:27:17.931
18, 1.77261, 0.584513, 103.891, 0, -0.000976562, 0, -0.0664062, 0.300781, -9.74805, 1.13.2022 15:27:17.939
19, 1.77261, 0.584513, 103.891, -0.000976562, -0.000976562, 0, -0.173828, 0.306641, -9.71484, 1.13.2022 15:27:17.947
