sequenceNumber; roll; pitch; yaw; (accel:) x; y; z; (gyro:) X; Y; Z; (mag:) X; Y; Z 
760; -2.4861; -1.0363; 15.6026; -0.1660; 0.4385; -9.8965;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
761; -2.4861; -1.0363; 15.6026; -0.1709; 0.4268; -9.8848;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
762; -2.4861; -1.0363; 15.6026; -0.1660; 0.4209; -9.8750;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
763; -2.4861; -1.0363; 15.6026; -0.1758; 0.4111; -9.9258;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
764; -2.4861; -1.0363; 15.6026; -0.1797; 0.4307; -9.8604;   0.00;  -0.00;   0.00;   0.04;   0.62;  -0.02 
765; -2.4861; -1.0363; 15.6026; -0.1875; 0.4316; -9.8916;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
766; -2.4861; -1.0363; 15.6026; -0.1807; 0.4053; -9.8926;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
767; -2.4792; -1.0372; 15.6026; -0.2061; 0.4160; -9.8721;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
768; -2.4792; -1.0372; 15.6026; -0.2168; 0.4189; -9.8916;  -0.00;   0.00;  -0.00;   0.04;   0.61;  -0.01 
769; -2.4792; -1.0372; 15.6026; -0.1924; 0.4219; -9.9033;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
770; -2.4792; -1.0372; 15.6026; -0.1514; 0.4404; -9.8848;   0.00;   0.00;  -0.00;   0.06;   0.62;  -0.02 
771; -2.4792; -1.0372; 15.6026; -0.1904; 0.4619; -9.8760;  -0.00;   0.00;   0.00;   0.04;   0.63;  -0.02 
772; -2.4792; -1.0372; 15.6026; -0.1826; 0.4551; -9.8887;  -0.00;  -0.00;   0.00;   0.04;   0.62;  -0.02 
773; -2.4792; -1.0372; 15.6026; -0.1953; 0.4248; -9.9053;   0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.02 
774; -2.4792; -1.0372; 15.6026; -0.1680; 0.4023; -9.8857;   0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.02 
775; -2.4792; -1.0372; 15.6026; -0.1855; 0.4141; -9.8867;   0.00;   0.00;   0.00;   0.04;   0.62;  -0.02 
776; -2.4792; -1.0372; 15.6026; -0.1426; 0.4346; -9.9014;   0.00;  -0.00;   0.00;   0.04;   0.62;  -0.03 
777; -2.4792; -1.0372; 15.6026; -0.1641; 0.4150; -9.8926;   0.00;   0.00;   0.00;   0.04;   0.63;  -0.02 
778; -2.4792; -1.0372; 15.6026; -0.1523; 0.4277; -9.9229;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
779; -2.4792; -1.0372; 15.6026; -0.1445; 0.4580; -9.8867;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
780; -2.4792; -1.0372; 15.6026; -0.1904; 0.4033; -9.9062;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
781; -2.4783; -1.0303; 15.6025; -0.1807; 0.4199; -9.9033;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
782; -2.4783; -1.0303; 15.6025; -0.2002; 0.4482; -9.8975;   0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
783; -2.4783; -1.0303; 15.6025; -0.2070; 0.4209; -9.8799;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
784; -2.4783; -1.0303; 15.6025; -0.1943; 0.4189; -9.8750;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
785; -2.4783; -1.0303; 15.6025; -0.1982; 0.4541; -9.9170;   0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
786; -2.4783; -1.0303; 15.6025; -0.1641; 0.4482; -9.9004;   0.00;   0.00;   0.00;   0.04;   0.62;  -0.02 
787; -2.4792; -1.0372; 15.6026; -0.1904; 0.4531; -9.8877;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
788; -2.4792; -1.0372; 15.6026; -0.1689; 0.4561; -9.9150;  -0.00;   0.00;  -0.00;   0.04;   0.62;  -0.01 
789; -2.4792; -1.0372; 15.6026; -0.2002; 0.4639; -9.9375;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
790; -2.4861; -1.0363; 15.6026; -0.1787; 0.4199; -9.9229;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
791; -2.4861; -1.0363; 15.6026; -0.1875; 0.4150; -9.9160;  -0.00;   0.00;   0.00;   0.05;   0.63;  -0.02 
792; -2.4861; -1.0363; 15.6026; -0.1641; 0.4453; -9.8916;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
793; -2.4861; -1.0363; 15.6026; -0.1953; 0.4287; -9.8984;  -0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.02 
794; -2.4861; -1.0363; 15.6026; -0.1875; 0.4287; -9.8770;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
795; -2.4930; -1.0353; 15.6026; -0.2119; 0.4502; -9.8926;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
796; -2.4940; -1.0423; 15.6027; -0.1904; 0.4092; -9.9346;   0.00;   0.00;  -0.00;   0.04;   0.62;  -0.02 
797; -2.4940; -1.0423; 15.6027; -0.1758; 0.4463; -9.9102;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.01 
798; -2.4940; -1.0423; 15.6027; -0.1680; 0.4219; -9.8867;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
799; -2.4940; -1.0423; 15.6027; -0.1660; 0.4199; -9.8994;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.03 
800; -2.4940; -1.0423; 15.6027; -0.2021; 0.4160; -9.8818;   0.00;   0.00;  -0.00;   0.04;   0.62;  -0.02 
801; -2.4940; -1.0423; 15.6027; -0.1836; 0.4199; -9.9160;   0.00;   0.00;   0.00;   0.04;   0.61;  -0.02 
802; -2.4940; -1.0423; 15.6027; -0.1660; 0.4238; -9.8750;  -0.00;   0.00;   0.00;   0.04;   0.62;  -0.02 
803; -2.4940; -1.0423; 15.6027; -0.1494; 0.4268; -9.8896;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
804; -2.4940; -1.0423; 15.6027; -0.1689; 0.4395; -9.9131;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
805; -2.4940; -1.0423; 15.6027; -0.1826; 0.4307; -9.8750;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
806; -2.4930; -1.0353; 15.6026; -0.1807; 0.4219; -9.9014;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
807; -2.4930; -1.0353; 15.6026; -0.2021; 0.4248; -9.9131;   0.00;   0.00;  -0.00;   0.06;   0.63;  -0.02 
808; -2.4861; -1.0363; 15.6026; -0.1855; 0.4238; -9.8818;   0.00;   0.00;   0.00;   0.05;   0.63;  -0.03 
809; -2.4861; -1.0363; 15.6026; -0.1660; 0.4219; -9.8945;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
810; -2.4861; -1.0363; 15.6026; -0.2002; 0.4346; -9.9121;   0.00;   0.00;  -0.00;   0.05;   0.63;  -0.02 
811; -2.4861; -1.0363; 15.6026; -0.2041; 0.4424; -9.8740;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
812; -2.4861; -1.0363; 15.6026; -0.1611; 0.4092; -9.8662;  -0.00;  -0.00;  -0.00;   0.06;   0.63;  -0.02 
813; -2.4871; -1.0432; 15.6027; -0.1826; 0.4307; -9.8604;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
814; -2.4871; -1.0432; 15.6027; -0.1807; 0.4209; -9.8799;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
815; -2.4871; -1.0432; 15.6027; -0.2012; 0.4277; -9.8574;   0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.03 
816; -2.4871; -1.0432; 15.6027; -0.1777; 0.4590; -9.8711;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
817; -2.4871; -1.0432; 15.6027; -0.1680; 0.4375; -9.8721;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
818; -2.4871; -1.0432; 15.6027; -0.1562; 0.4121; -9.8779;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
819; -2.4871; -1.0432; 15.6027; -0.1807; 0.4287; -9.8965;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
820; -2.4871; -1.0432; 15.6027; -0.1924; 0.4434; -9.9053;   0.00;  -0.00;  -0.00;   0.06;   0.62;  -0.02 
821; -2.4871; -1.0432; 15.6027; -0.1826; 0.4053; -9.8896;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
822; -2.4871; -1.0432; 15.6027; -0.1777; 0.4150; -9.9014;   0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
823; -2.4871; -1.0432; 15.6027; -0.1787; 0.4150; -9.9111;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
824; -2.4871; -1.0432; 15.6027; -0.1875; 0.4287; -9.9014;  -0.00;  -0.00;  -0.00;   0.06;   0.62;  -0.03 
825; -2.4871; -1.0432; 15.6027; -0.1729; 0.4121; -9.8965;  -0.00;  -0.00;  -0.00;   0.05;   0.63;  -0.02 
826; -2.4801; -1.0442; 15.6027; -0.1523; 0.4033; -9.9219;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
827; -2.4801; -1.0442; 15.6027; -0.1807; 0.4238; -9.8965;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.03 
828; -2.4801; -1.0442; 15.6027; -0.1709; 0.4385; -9.8887;   0.00;   0.00;   0.00;   0.04;   0.62;  -0.02 
829; -2.4792; -1.0372; 15.6026; -0.1826; 0.4023; -9.8809;   0.00;   0.00;   0.00;   0.06;   0.63;  -0.02 
830; -2.4792; -1.0372; 15.6026; -0.1787; 0.4131; -9.9111;  -0.00;   0.00;   0.00;   0.04;   0.62;  -0.02 
831; -2.4723; -1.0382; 15.6026; -0.1855; 0.4248; -9.9131;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.03 
832; -2.4723; -1.0382; 15.6026; -0.1777; 0.4541; -9.8691;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.01 
833; -2.4723; -1.0382; 15.6026; -0.1729; 0.4355; -9.8652;  -0.00;   0.00;  -0.00;   0.05;   0.63;  -0.02 
834; -2.4723; -1.0382; 15.6026; -0.1924; 0.4336; -9.8955;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
835; -2.4723; -1.0382; 15.6026; -0.1953; 0.4424; -9.9385;   0.00;  -0.00;  -0.00;   0.05;   0.63;  -0.02 
836; -2.4723; -1.0382; 15.6026; -0.1689; 0.4336; -9.8936;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
837; -2.4723; -1.0382; 15.6026; -0.1875; 0.4209; -9.8682;   0.00;  -0.00;   0.00;   0.06;   0.63;  -0.02 
838; -2.4723; -1.0382; 15.6026; -0.1592; 0.4531; -9.8818;   0.00;  -0.00;   0.00;   0.06;   0.62;  -0.02 
839; -2.4723; -1.0382; 15.6026; -0.1758; 0.4385; -9.8789;   0.00;  -0.00;   0.00;   0.05;   0.62;  -0.03 
840; -2.4723; -1.0382; 15.6026; -0.2070; 0.4160; -9.8818;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
841; -2.4723; -1.0382; 15.6026; -0.1611; 0.4082; -9.8564;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
842; -2.4723; -1.0382; 15.6026; -0.1875; 0.4307; -9.8750;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
843; -2.4792; -1.0372; 15.6026; -0.1514; 0.4434; -9.8916;  -0.00;  -0.00;  -0.00;   0.06;   0.63;  -0.02 
844; -2.4792; -1.0372; 15.6026; -0.1562; 0.4434; -9.8867;  -0.00;   0.00;  -0.00;   0.04;   0.62;  -0.02 
845; -2.4792; -1.0372; 15.6026; -0.1533; 0.4375; -9.8584;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.03 
846; -2.4783; -1.0303; 15.6025; -0.1611; 0.4434; -9.8799;   0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
847; -2.4783; -1.0303; 15.6025; -0.1807; 0.4014; -9.9141;  -0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.01 
848; -2.4783; -1.0303; 15.6025; -0.1631; 0.4043; -9.8740;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
849; -2.4783; -1.0303; 15.6025; -0.1758; 0.4141; -9.8799;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
850; -2.4783; -1.0303; 15.6025; -0.2070; 0.4570; -9.8760;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
851; -2.4783; -1.0303; 15.6025; -0.1592; 0.4297; -9.9033;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.03 
852; -2.4773; -1.0234; 15.6023; -0.1680; 0.4053; -9.8857;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.02 
853; -2.4773; -1.0234; 15.6023; -0.1572; 0.4443; -9.9248;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
854; -2.4773; -1.0234; 15.6023; -0.1562; 0.4170; -9.8926;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
855; -2.4773; -1.0234; 15.6023; -0.1777; 0.4170; -9.9062;   0.00;   0.00;  -0.00;   0.04;   0.62;  -0.02 
856; -2.4764; -1.0165; 15.6022; -0.1855; 0.4307; -9.8818;   0.00;   0.00;   0.00;   0.06;   0.62;  -0.02 
857; -2.4764; -1.0165; 15.6022; -0.2041; 0.4287; -9.8818;  -0.00;   0.00;   0.00;   0.05;   0.62;  -0.03 
858; -2.4764; -1.0165; 15.6022; -0.1973; 0.4141; -9.8848;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
859; -2.4764; -1.0165; 15.6022; -0.2041; 0.4238; -9.9004;   0.00;   0.00;   0.00;   0.05;   0.62;  -0.03 
860; -2.4764; -1.0165; 15.6022; -0.1934; 0.4512; -9.9189;  -0.00;  -0.00;   0.00;   0.04;   0.62;  -0.02 
861; -2.4764; -1.0165; 15.6022; -0.2041; 0.4434; -9.8857;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
862; -2.4773; -1.0234; 15.6023; -0.1660; 0.4404; -9.8623;   0.00;  -0.00;   0.00;   0.04;   0.62;  -0.02 
863; -2.4773; -1.0234; 15.6023; -0.1826; 0.4072; -9.8994;  -0.00;  -0.00;  -0.00;   0.04;   0.62;  -0.02 
864; -2.4773; -1.0234; 15.6023; -0.2041; 0.4346; -9.8525;  -0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
865; -2.4773; -1.0234; 15.6023; -0.1562; 0.4209; -9.8662;  -0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
866; -2.4773; -1.0234; 15.6023; -0.1777; 0.4150; -9.8486;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
867; -2.4773; -1.0234; 15.6023; -0.1953; 0.4297; -9.9033;  -0.00;  -0.00;   0.00;   0.05;   0.62;  -0.02 
868; -2.4783; -1.0303; 15.6025; -0.1758; 0.4170; -9.8848;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
869; -2.4783; -1.0303; 15.6025; -0.1709; 0.4004; -9.8945;   0.00;   0.00;  -0.00;   0.05;   0.62;  -0.02 
870; -2.4783; -1.0303; 15.6025; -0.1758; 0.4336; -9.8770;   0.00;  -0.00;  -0.00;   0.05;   0.62;  -0.02 
871; -2.4783; -1.0303; 15.6025; -0.1748; 0.4463; -9.8506;  -0.00;   0.00;  -0.00;   0.05;   0.63;  -0.03 
872; -2.4783; -1.0303; 15.6025; -0.1680; 0.4590; -9.8672;   0.00;   0.00;   0.00;   0.05;   0.63;  -0.02 
