sequenceNumber; roll; pitch; yaw; (accel:) x; y; z; (gyro:) X; Y; Z; (mag:) X; Y; Z 
29922; -2.4837; -0.9143; -108.2298; -0.1807; 0.3867; -9.9053;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29923; -2.4781; -0.9184; -108.2298; -0.1592; 0.4072; -9.8975;   0.00;   0.00;  -0.00;  -0.33;   0.95;  -0.22 
29924; -2.4781; -0.9184; -108.2298; -0.1777; 0.4219; -9.8984;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29925; -2.4765; -0.9282; -108.2296; -0.1846; 0.4414; -9.8506;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29926; -2.4765; -0.9282; -108.2296; -0.1777; 0.4277; -9.8486;  -0.00;   0.00;   0.00;  -0.33;   0.95;  -0.21 
29927; -2.4708; -0.9323; -108.2296; -0.1729; 0.4160; -9.8584;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29928; -2.4708; -0.9323; -108.2296; -0.1660; 0.4277; -9.8584;  -0.00;   0.00;   0.00;  -0.33;   0.95;  -0.22 
29929; -2.4749; -0.9379; -108.2293; -0.1758; 0.4170; -9.8896;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29930; -2.4693; -0.9420; -108.2294; -0.1738; 0.4092; -9.9307;   0.00;  -0.00;  -0.00;  -0.33;   0.95;  -0.22 
29931; -2.4693; -0.9420; -108.2294; -0.1523; 0.4346; -9.9131;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29932; -2.4693; -0.9420; -108.2294; -0.1895; 0.4326; -9.8604;   0.00;   0.00;  -0.00;  -0.32;   0.93;  -0.22 
29933; -2.4636; -0.9461; -108.2294; -0.1611; 0.4189; -9.8711;  -0.00;   0.00;  -0.00;  -0.33;   0.93;  -0.22 
29934; -2.4636; -0.9461; -108.2294; -0.1650; 0.4102; -9.8447;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29935; -2.4677; -0.9518; -108.2291; -0.1729; 0.4150; -9.8965;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29936; -2.4677; -0.9518; -108.2291; -0.1660; 0.4102; -9.9092;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29937; -2.4677; -0.9518; -108.2291; -0.1689; 0.4268; -9.9033;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29938; -2.4620; -0.9559; -108.2292; -0.1650; 0.4014; -9.8613;   0.00;   0.00;  -0.00;  -0.33;   0.95;  -0.22 
29939; -2.4620; -0.9559; -108.2292; -0.1523; 0.4541; -9.9170;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29940; -2.4616; -0.9560; -108.2279; -0.1494; 0.4111; -9.9160;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
29941; -2.4620; -0.9559; -108.2292; -0.1523; 0.4316; -9.9062;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29942; -2.4620; -0.9559; -108.2292; -0.1533; 0.4092; -9.8594;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29943; -2.4620; -0.9559; -108.2292; -0.1631; 0.4229; -9.8662;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29944; -2.4620; -0.9559; -108.2292; -0.1777; 0.4424; -9.8574;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29945; -2.4564; -0.9600; -108.2292; -0.1973; 0.4014; -9.9160;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29946; -2.4564; -0.9600; -108.2292; -0.1855; 0.4287; -9.8984;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29947; -2.4564; -0.9600; -108.2292; -0.1660; 0.4053; -9.9111;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29948; -2.4564; -0.9600; -108.2292; -0.1826; 0.4199; -9.8486;   0.00;  -0.00;   0.00;  -0.33;   0.95;  -0.21 
29949; -2.4564; -0.9600; -108.2292; -0.1973; 0.4248; -9.9219;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29950; -2.4564; -0.9600; -108.2292; -0.1855; 0.4404; -9.8936;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29951; -2.4507; -0.9641; -108.2293; -0.1729; 0.4355; -9.8701;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29952; -2.4507; -0.9641; -108.2293; -0.1553; 0.4053; -9.8398;  -0.00;   0.00;  -0.00;  -0.33;   0.95;  -0.22 
29953; -2.4548; -0.9698; -108.2290; -0.1709; 0.4307; -9.8770;  -0.00;   0.00;  -0.00;  -0.33;   0.95;  -0.21 
29954; -2.4548; -0.9698; -108.2290; -0.1631; 0.4150; -9.8896;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
29955; -2.4548; -0.9698; -108.2290; -0.1797; 0.4180; -9.8652;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29956; -2.4548; -0.9698; -108.2290; -0.2021; 0.4277; -9.8701;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29957; -2.4548; -0.9698; -108.2290; -0.1758; 0.4121; -9.8799;  -0.00;   0.00;   0.00;  -0.33;   0.93;  -0.21 
29958; -2.4548; -0.9698; -108.2290; -0.1836; 0.4326; -9.9268;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29959; -2.4548; -0.9698; -108.2290; -0.1738; 0.4199; -9.9180;  -0.00;   0.00;  -0.00;  -0.33;   0.95;  -0.22 
29960; -2.4589; -0.9754; -108.2287; -0.1855; 0.4170; -9.8896;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29961; -2.4532; -0.9795; -108.2287; -0.2021; 0.4111; -9.8730;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
29962; -2.4532; -0.9795; -108.2287; -0.1895; 0.4355; -9.8672;  -0.00;   0.00;   0.00;  -0.34;   0.95;  -0.22 
29963; -2.4532; -0.9795; -108.2287; -0.1680; 0.4102; -9.8926;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29964; -2.4573; -0.9852; -108.2284; -0.1846; 0.3975; -9.8877;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
29965; -2.4517; -0.9893; -108.2285; -0.1631; 0.4258; -9.8564;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29966; -2.4517; -0.9893; -108.2285; -0.1758; 0.4072; -9.8926;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29967; -2.4513; -0.9894; -108.2272; -0.1855; 0.4219; -9.8867;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29968; -2.4513; -0.9894; -108.2272; -0.1826; 0.4336; -9.8887;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29969; -2.4513; -0.9894; -108.2272; -0.1953; 0.4219; -9.9033;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29970; -2.4456; -0.9935; -108.2272; -0.1738; 0.4102; -9.9092;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
29971; -2.4456; -0.9935; -108.2272; -0.1846; 0.4346; -9.8555;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29972; -2.4497; -0.9992; -108.2270; -0.1729; 0.4053; -9.9043;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29973; -2.4497; -0.9992; -108.2270; -0.1855; 0.4062; -9.9180;  -0.00;   0.00;   0.00;  -0.32;   0.93;  -0.20 
29974; -2.4497; -0.9992; -108.2270; -0.1973; 0.4365; -9.9033;  -0.00;   0.00;  -0.00;  -0.33;   0.93;  -0.21 
29975; -2.4440; -1.0033; -108.2270; -0.1826; 0.4268; -9.9033;  -0.00;   0.00;  -0.00;  -0.34;   0.94;  -0.22 
29976; -2.4440; -1.0033; -108.2270; -0.1895; 0.4131; -9.8516;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29977; -2.4440; -1.0033; -108.2270; -0.1758; 0.4268; -9.8916;  -0.00;   0.00;   0.00;  -0.32;   0.94;  -0.22 
29978; -2.4481; -1.0089; -108.2267; -0.1709; 0.4268; -9.8984;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29979; -2.4481; -1.0089; -108.2267; -0.1973; 0.4404; -9.8936;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
29980; -2.4481; -1.0089; -108.2267; -0.1797; 0.4346; -9.8506;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
29981; -2.4481; -1.0089; -108.2267; -0.1768; 0.4404; -9.8174;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
29982; -2.4522; -1.0146; -108.2264; -0.1680; 0.4248; -9.8438;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
29983; -2.4522; -1.0146; -108.2264; -0.1738; 0.4268; -9.8984;  -0.00;   0.00;  -0.00;  -0.33;   0.93;  -0.21 
29984; -2.4522; -1.0146; -108.2264; -0.1855; 0.4199; -9.9033;   0.00;  -0.00;  -0.00;  -0.33;   0.93;  -0.21 
29985; -2.4522; -1.0146; -108.2264; -0.1611; 0.4170; -9.8926;  -0.00;   0.00;  -0.00;  -0.34;   0.94;  -0.22 
29986; -2.4522; -1.0146; -108.2264; -0.1992; 0.4375; -9.8643;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29987; -2.4522; -1.0146; -108.2264; -0.1611; 0.4170; -9.8877;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
29988; -2.4522; -1.0146; -108.2264; -0.1699; 0.4043; -9.8662;  -0.00;  -0.00;   0.00;  -0.33;   0.95;  -0.22 
29989; -2.4563; -1.0203; -108.2261; -0.1611; 0.4326; -9.8652;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
29990; -2.4563; -1.0203; -108.2261; -0.1631; 0.4297; -9.8350;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29991; -2.4565; -1.0204; -108.2357; -0.1875; 0.4355; -9.8867;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
29992; -2.4565; -1.0204; -108.2357; -0.1611; 0.4307; -9.8682;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29993; -2.4565; -1.0204; -108.2357; -0.1777; 0.4131; -9.8584;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
29994; -2.4563; -1.0203; -108.2261; -0.1416; 0.4004; -9.8887;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
29995; -2.4563; -1.0203; -108.2261; -0.1611; 0.4150; -9.8945;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29996; -2.4524; -1.0147; -108.2360; -0.2041; 0.4258; -9.8721;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29997; -2.4524; -1.0147; -108.2360; -0.1611; 0.4463; -9.8438;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
29998; -2.4524; -1.0147; -108.2360; -0.1807; 0.4180; -9.9082;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
29999; -2.4581; -1.0106; -108.2359; -0.1875; 0.4482; -9.8887;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30000; -2.4581; -1.0106; -108.2359; -0.1904; 0.4248; -9.9033;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30001; -2.4581; -1.0106; -108.2359; -0.1992; 0.3955; -9.9092;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30002; -2.4581; -1.0106; -108.2359; -0.1738; 0.4365; -9.9102;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30003; -2.4622; -1.0163; -108.2356; -0.1660; 0.4336; -9.8799;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.20 
30004; -2.4622; -1.0163; -108.2356; -0.1826; 0.4355; -9.8750;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30005; -2.4622; -1.0163; -108.2356; -0.1807; 0.4355; -9.8721;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30006; -2.4622; -1.0163; -108.2356; -0.1709; 0.3906; -9.8838;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
30007; -2.4622; -1.0163; -108.2356; -0.1797; 0.3896; -9.8662;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30008; -2.4622; -1.0163; -108.2356; -0.1514; 0.4189; -9.8760;   0.00;  -0.00;   0.00;  -0.33;   0.95;  -0.22 
30009; -2.4581; -1.0106; -108.2359; -0.1729; 0.4111; -9.8496;  -0.00;  -0.00;  -0.00;  -0.32;   0.94;  -0.22 
30010; -2.4581; -1.0106; -108.2359; -0.1758; 0.4443; -9.9150;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30011; -2.4581; -1.0106; -108.2359; -0.1826; 0.4326; -9.8604;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30012; -2.4581; -1.0106; -108.2359; -0.1943; 0.4414; -9.8340;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30013; -2.4581; -1.0106; -108.2359; -0.1514; 0.4229; -9.8633;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30014; -2.4581; -1.0106; -108.2359; -0.1689; 0.4170; -9.9043;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30015; -2.4581; -1.0106; -108.2359; -0.1729; 0.4346; -9.8555;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30016; -2.4581; -1.0106; -108.2359; -0.1484; 0.4307; -9.8584;  -0.00;   0.00;  -0.00;  -0.33;   0.93;  -0.21 
30017; -2.4581; -1.0106; -108.2359; -0.1846; 0.4160; -9.8584;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30018; -2.4581; -1.0106; -108.2359; -0.1689; 0.4248; -9.9082;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30019; -2.4581; -1.0106; -108.2359; -0.1758; 0.4150; -9.8965;  -0.00;  -0.00;   0.00;  -0.34;   0.94;  -0.21 
30020; -2.4581; -1.0106; -108.2359; -0.1758; 0.4316; -9.8867;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30021; -2.4581; -1.0106; -108.2359; -0.1709; 0.4434; -9.9033;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30022; -2.4638; -1.0065; -108.2359; -0.1689; 0.4268; -9.9033;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30023; -2.4638; -1.0065; -108.2359; -0.1562; 0.4395; -9.8340;  -0.00;  -0.00;  -0.00;  -0.32;   0.95;  -0.22 
30024; -2.4638; -1.0065; -108.2359; -0.1689; 0.4395; -9.9219;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30025; -2.4638; -1.0065; -108.2359; -0.1641; 0.4365; -9.9062;  -0.00;  -0.00;  -0.00;  -0.33;   0.93;  -0.22 
30026; -2.4638; -1.0065; -108.2359; -0.1826; 0.4346; -9.9053;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30027; -2.4694; -1.0024; -108.2359; -0.1562; 0.4404; -9.8867;  -0.00;  -0.00;   0.00;  -0.33;   0.93;  -0.21 
30028; -2.4694; -1.0024; -108.2359; -0.1777; 0.4219; -9.8965;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30029; -2.4692; -1.0023; -108.2263; -0.1875; 0.4170; -9.8896;  -0.00;  -0.00;   0.00;  -0.32;   0.94;  -0.22 
30030; -2.4692; -1.0023; -108.2263; -0.1758; 0.4385; -9.8936;  -0.00;  -0.00;   0.00;  -0.33;   0.93;  -0.22 
30031; -2.4692; -1.0023; -108.2263; -0.1973; 0.4141; -9.8916;   0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30032; -2.4692; -1.0023; -108.2263; -0.1826; 0.4229; -9.8652;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30033; -2.4692; -1.0023; -108.2263; -0.1943; 0.4258; -9.8604;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30034; -2.4696; -1.0022; -108.2276; -0.1729; 0.4238; -9.8896;   0.00;  -0.00;   0.00;  -0.33;   0.93;  -0.21 
30035; -2.4696; -1.0022; -108.2276; -0.1729; 0.4316; -9.8936;  -0.00;  -0.00;   0.00;  -0.33;   0.93;  -0.22 
30036; -2.4696; -1.0022; -108.2276; -0.1709; 0.4307; -9.8584;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30037; -2.4696; -1.0022; -108.2276; -0.1611; 0.4336; -9.8730;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30038; -2.4696; -1.0022; -108.2276; -0.1973; 0.4189; -9.8818;  -0.00;  -0.00;   0.00;  -0.33;   0.95;  -0.22 
30039; -2.4737; -1.0078; -108.2273; -0.1855; 0.4258; -9.8799;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30040; -2.4737; -1.0078; -108.2273; -0.1777; 0.4248; -9.8486;   0.00;  -0.00;  -0.00;  -0.33;   0.93;  -0.20 
30041; -2.4737; -1.0078; -108.2273; -0.1904; 0.4385; -9.8867;  -0.00;  -0.00;  -0.00;  -0.32;   0.94;  -0.21 
30042; -2.4737; -1.0078; -108.2273; -0.1807; 0.4326; -9.8701;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30043; -2.4737; -1.0078; -108.2273; -0.1680; 0.4238; -9.8896;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
30044; -2.4737; -1.0078; -108.2273; -0.1514; 0.4131; -9.9072;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30045; -2.4737; -1.0078; -108.2273; -0.1738; 0.4385; -9.9004;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.22 
30046; -2.4737; -1.0078; -108.2273; -0.1543; 0.4346; -9.9033;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30047; -2.4737; -1.0078; -108.2273; -0.1826; 0.3965; -9.8613;  -0.00;  -0.00;  -0.00;  -0.32;   0.94;  -0.22 
30048; -2.4737; -1.0078; -108.2273; -0.1826; 0.4492; -9.8691;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30049; -2.4737; -1.0078; -108.2273; -0.1807; 0.4453; -9.8789;  -0.00;  -0.00;  -0.00;  -0.33;   0.95;  -0.22 
30050; -2.4794; -1.0038; -108.2272; -0.1777; 0.4336; -9.8936;  -0.00;  -0.00;   0.00;  -0.32;   0.94;  -0.21 
30051; -2.4794; -1.0038; -108.2272; -0.1777; 0.4170; -9.8828;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30052; -2.4794; -1.0038; -108.2272; -0.1709; 0.4268; -9.8916;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30053; -2.4794; -1.0038; -108.2272; -0.2021; 0.4004; -9.9043;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.21 
30054; -2.4794; -1.0038; -108.2272; -0.2051; 0.4502; -9.8955;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
30055; -2.4794; -1.0038; -108.2272; -0.1660; 0.4482; -9.8838;  -0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
30056; -2.4835; -1.0094; -108.2270; -0.1689; 0.4404; -9.8887;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30057; -2.4835; -1.0094; -108.2270; -0.1787; 0.4414; -9.8984;  -0.00;  -0.00;  -0.00;  -0.32;   0.94;  -0.21 
30058; -2.4835; -1.0094; -108.2270; -0.1846; 0.4121; -9.8828;  -0.00;  -0.00;   0.00;  -0.33;   0.95;  -0.22 
30059; -2.4835; -1.0094; -108.2270; -0.1777; 0.4014; -9.8545;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30060; -2.4831; -1.0096; -108.2257; -0.1846; 0.4258; -9.8604;  -0.00;  -0.00;  -0.00;  -0.33;   0.93;  -0.22 
30061; -2.4831; -1.0096; -108.2257; -0.1611; 0.4482; -9.8887;  -0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
30062; -2.4835; -1.0094; -108.2270; -0.1670; 0.4404; -9.9316;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30063; -2.4835; -1.0094; -108.2270; -0.2021; 0.4238; -9.8965;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30064; -2.4876; -1.0151; -108.2267; -0.1562; 0.4150; -9.9141;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30065; -2.4876; -1.0151; -108.2267; -0.1807; 0.4219; -9.8984;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.22 
30066; -2.4876; -1.0151; -108.2267; -0.1904; 0.4121; -9.8916;   0.00;  -0.00;   0.00;  -0.32;   0.94;  -0.22 
30067; -2.4876; -1.0151; -108.2267; -0.1875; 0.4053; -9.8965;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30068; -2.4819; -1.0192; -108.2267; -0.1895; 0.4180; -9.8418;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30069; -2.4819; -1.0192; -108.2267; -0.1562; 0.4043; -9.8740;   0.00;   0.00;   0.00;  -0.33;   0.94;  -0.21 
30070; -2.4778; -1.0135; -108.2270; -0.1758; 0.4170; -9.8848;   0.00;   0.00;  -0.00;  -0.33;   0.94;  -0.22 
30071; -2.4774; -1.0137; -108.2257; -0.1641; 0.4297; -9.9180;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
30072; -2.4774; -1.0137; -108.2257; -0.1709; 0.4141; -9.8848;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30073; -2.4774; -1.0137; -108.2257; -0.1895; 0.4238; -9.8848;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.22 
30074; -2.4717; -1.0178; -108.2258; -0.1504; 0.4297; -9.8252;   0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30075; -2.4717; -1.0178; -108.2258; -0.1660; 0.4072; -9.8896;  -0.00;  -0.00;   0.00;  -0.33;   0.94;  -0.21 
30076; -2.4717; -1.0178; -108.2258; -0.1543; 0.4150; -9.8877;  -0.00;  -0.00;  -0.00;  -0.33;   0.94;  -0.21 
