sequenceNumber; roll; pitch; yaw; (accel:) x; y; z; (gyro:) X; Y; Z; (mag:) X; Y; Z 
995; -1.2511; -0.5532; 90.9754; -0.1318; 0.1826; -9.7646;   0.01;  -0.03;   0.88;  -0.32;   0.13;   0.05 
996; -1.2481; -0.5538; 91.3770; -0.0889; 0.2646; -9.7676;   0.01;  -0.02;   0.88;  -0.32;   0.12;   0.06 
997; -1.2551; -0.5542; 91.7868; -0.0986; 0.2441; -9.7969;   0.01;  -0.02;   0.89;  -0.31;   0.13;   0.06 
998; -1.2522; -0.5548; 92.1952; -0.1211; 0.3164; -9.8125;   0.01;  -0.03;   0.89;  -0.32;   0.12;   0.05 
999; -1.2544; -0.5602; 92.6023; -0.1299; 0.1680; -9.8320;   0.01;  -0.03;   0.88;  -0.32;   0.13;   0.06 
1000; -1.2518; -0.5707; 93.0080; -0.0918; 0.1641; -9.8252;   0.01;  -0.03;   0.89;  -0.32;   0.12;   0.06 
1001; -1.2541; -0.5762; 93.4123; -0.1084; 0.2705; -9.7930;   0.01;  -0.03;   0.90;  -0.32;   0.12;   0.05 
1002; -1.2565; -0.5816; 93.8249; -0.1328; 0.3291; -9.7598;   0.01;  -0.03;   0.89;  -0.32;   0.12;   0.06 
1003; -1.2588; -0.5870; 94.2263; -0.0557; -0.0127; -9.7676;   0.01;  -0.03;   0.87;  -0.32;   0.13;   0.06 
1004; -1.2563; -0.5877; 94.6364; -0.1240; 0.1924; -9.7500;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1005; -1.2589; -0.5931; 95.0451; -0.1084; 0.2480; -9.7793;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1006; -1.2563; -0.5938; 95.4524; -0.0986; 0.2217; -9.7666;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1007; -1.2589; -0.5992; 95.8583; -0.1084; 0.2412; -9.7842;   0.01;  -0.03;   0.88;  -0.32;   0.12;   0.07 
1008; -1.2568; -0.6099; 96.2628; -0.0820; 0.1826; -9.8232;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1009; -1.2595; -0.6152; 96.6750; -0.1445; 0.3223; -9.7695;   0.01;  -0.03;   0.90;  -0.32;   0.13;   0.06 
1010; -1.2572; -0.6159; 97.0870; -0.1348; 0.2461; -9.7861;   0.01;  -0.03;   0.88;  -0.32;   0.13;   0.05 
1011; -1.2598; -0.6214; 97.4870; -0.0986; 0.2646; -9.7744;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1012; -1.2628; -0.6267; 97.8961; -0.1094; 0.1934; -9.7246;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1013; -1.2612; -0.6374; 98.3038; -0.1465; 0.2686; -9.7549;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.06 
1014; -1.2642; -0.6428; 98.7100; -0.0957; 0.0928; -9.7852;   0.01;  -0.03;   0.88;  -0.32;   0.13;   0.06 
1015; -1.2618; -0.6436; 99.1148; -0.0908; 0.1426; -9.7812;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1016; -1.2650; -0.6489; 99.5279; -0.1211; 0.3779; -9.7822;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1017; -1.2683; -0.6543; 99.9403; -0.1006; 0.3955; -9.8252;   0.01;  -0.03;   0.89;  -0.32;   0.13;   0.06 
1018; -1.2615; -0.6605; 100.3409; -0.1182; 0.2324; -9.8066;   0.01;  -0.03;   0.88;  -0.33;   0.14;   0.05 
1019; -1.2648; -0.6659; 100.7505; -0.1162; 0.2373; -9.8086;   0.01;  -0.03;   0.90;  -0.33;   0.13;   0.06 
1020; -1.2682; -0.6711; 101.1676; -0.1445; 0.3086; -9.8105;   0.01;  -0.03;   0.91;  -0.33;   0.13;   0.07 
1021; -1.2671; -0.6819; 101.5744; -0.1582; 0.2900; -9.7539;   0.01;  -0.03;   0.89;  -0.33;   0.12;   0.07 
1022; -1.2650; -0.6828; 101.9797; -0.1387; 0.2656; -9.7383;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.07 
1023; -1.2687; -0.6881; 102.3942; -0.1162; 0.1133; -9.7627;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.07 
1024; -1.2723; -0.6934; 102.8064; -0.1553; 0.2842; -9.7295;   0.01;  -0.03;   0.90;  -0.33;   0.13;   0.05 
1025; -1.2757; -0.6987; 103.2074; -0.1074; 0.1514; -9.7637;   0.01;  -0.03;   0.88;  -0.33;   0.13;   0.05 
1026; -1.2739; -0.6996; 103.6177; -0.1152; 0.1738; -9.7705;   0.01;  -0.03;   0.89;  -0.33;   0.14;   0.05 
1027; -1.2733; -0.7104; 104.0267; -0.1182; 0.2949; -9.8135;   0.01;  -0.03;   0.90;  -0.33;   0.13;   0.06 
1028; -1.2770; -0.7157; 104.4341; -0.1123; 0.3711; -9.8633;   0.01;  -0.03;   0.89;  -0.33;   0.12;   0.06 
1029; -1.2811; -0.7209; 104.8509; -0.0859; 0.1348; -9.8174;   0.01;  -0.03;   0.88;  -0.33;   0.13;   0.05 
1030; -1.2848; -0.7261; 105.2556; -0.1270; 0.2207; -9.7441;   0.01;  -0.03;   0.89;  -0.34;   0.13;   0.05 
1031; -1.2887; -0.7314; 105.6600; -0.1826; 0.3086; -9.7285;   0.01;  -0.03;   0.90;  -0.33;   0.14;   0.05 
1032; -1.2872; -0.7324; 106.0726; -0.1631; 0.2305; -9.7480;   0.01;  -0.03;   0.88;  -0.33;   0.13;   0.06 
1033; -1.2869; -0.7432; 106.4742; -0.1621; 0.1758; -9.7168;   0.01;  -0.03;   0.88;  -0.34;   0.13;   0.06 
1034; -1.2910; -0.7484; 106.8840; -0.1191; 0.1660; -9.7656;   0.01;  -0.04;   0.89;  -0.34;   0.14;   0.05 
1035; -1.2951; -0.7536; 107.2925; -0.1807; 0.3643; -9.7646;   0.01;  -0.04;   0.90;  -0.34;   0.13;   0.07 
1036; -1.2937; -0.7546; 107.7007; -0.1514; 0.2979; -9.7725;   0.01;  -0.03;   0.89;  -0.33;   0.14;   0.06 
1037; -1.2980; -0.7597; 108.1159; -0.1211; 0.2900; -9.8164;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.06 
1038; -1.3023; -0.7648; 108.5214; -0.1250; 0.2393; -9.7891;   0.01;  -0.03;   0.90;  -0.33;   0.13;   0.06 
1039; -1.3010; -0.7658; 108.9351; -0.1133; 0.3018; -9.7988;   0.01;  -0.03;   0.90;  -0.34;   0.13;   0.06 
1040; -1.3053; -0.7710; 109.3379; -0.0811; 0.1689; -9.7803;   0.01;  -0.03;   0.88;  -0.33;   0.13;   0.06 
1041; -1.3040; -0.7721; 109.7407; -0.1504; 0.1914; -9.7305;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.06 
1042; -1.3084; -0.7772; 110.1502; -0.2256; 0.3477; -9.7100;   0.01;  -0.03;   0.90;  -0.34;   0.14;   0.05 
1043; -1.3132; -0.7822; 110.5692; -0.1582; 0.2188; -9.7793;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.06 
1044; -1.3081; -0.7890; 110.9775; -0.1152; 0.1289; -9.8076;   0.01;  -0.03;   0.88;  -0.34;   0.14;   0.05 
1045; -1.3127; -0.7941; 111.3843; -0.1152; 0.2109; -9.7979;   0.01;  -0.03;   0.89;  -0.33;   0.13;   0.05 
1046; -1.3115; -0.7952; 111.7898; -0.1211; 0.3311; -9.8125;   0.01;  -0.03;   0.90;  -0.33;   0.14;   0.04 
1047; -1.3163; -0.8002; 112.2033; -0.1689; 0.2744; -9.7988;   0.01;  -0.03;   0.88;  -0.34;   0.13;   0.05 
1048; -1.3210; -0.8052; 112.6076; -0.1514; 0.3154; -9.7812;   0.01;  -0.03;   0.88;  -0.34;   0.13;   0.05 
1049; -1.3198; -0.8064; 113.0090; -0.1104; 0.2119; -9.7666;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.06 
1050; -1.3248; -0.8114; 113.4200; -0.1611; 0.3779; -9.7334;   0.01;  -0.03;   0.90;  -0.34;   0.14;   0.06 
1051; -1.3297; -0.8163; 113.8297; -0.1504; 0.2314; -9.7100;   0.01;  -0.03;   0.89;  -0.34;   0.13;   0.07 
1052; -1.3288; -0.8174; 114.2380; -0.1641; 0.1338; -9.7324;   0.01;  -0.03;   0.89;  -0.34;   0.13;   0.06 
1053; -1.3339; -0.8224; 114.6466; -0.1611; 0.2314; -9.7773;   0.01;  -0.03;   0.90;  -0.33;   0.13;   0.06 
1054; -1.3390; -0.8272; 115.0615; -0.1836; 0.2822; -9.8105;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.05 
1055; -1.3344; -0.8343; 115.4675; -0.1221; 0.1270; -9.7979;   0.01;  -0.03;   0.88;  -0.34;   0.14;   0.05 
1056; -1.3396; -0.8392; 115.8721; -0.1533; 0.2783; -9.7568;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.04 
1057; -1.3449; -0.8440; 116.2847; -0.1494; 0.4141; -9.7422;   0.01;  -0.03;   0.90;  -0.34;   0.13;   0.06 
1058; -1.3440; -0.8452; 116.6867; -0.1465; 0.2070; -9.7705;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.05 
1059; -1.3495; -0.8500; 117.0983; -0.1338; 0.1797; -9.7529;   0.01;  -0.03;   0.89;  -0.34;   0.13;   0.05 
1060; -1.3550; -0.8548; 117.5087; -0.1396; 0.1162; -9.7119;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.05 
1061; -1.3566; -0.8655; 117.9161; -0.1592; 0.3623; -9.7705;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1062; -1.3561; -0.8667; 118.3238; -0.1777; 0.2705; -9.7393;   0.01;  -0.03;   0.88;  -0.34;   0.14;   0.05 
1063; -1.3616; -0.8715; 118.7303; -0.1719; 0.3086; -9.8125;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.05 
1064; -1.3639; -0.8821; 119.1464; -0.1348; 0.1826; -9.8193;   0.01;  -0.04;   0.89;  -0.35;   0.13;   0.06 
1065; -1.3695; -0.8868; 119.5594; -0.1885; 0.3496; -9.8271;   0.01;  -0.04;   0.90;  -0.35;   0.14;   0.06 
1066; -1.3692; -0.8880; 119.9638; -0.1729; 0.2197; -9.8086;   0.01;  -0.03;   0.89;  -0.35;   0.13;   0.05 
1067; -1.3748; -0.8926; 120.3742; -0.1494; 0.2578; -9.7881;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.05 
1068; -1.3772; -0.9033; 120.7852; -0.1846; 0.3447; -9.7393;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1069; -1.3830; -0.9079; 121.1949; -0.1318; 0.2656; -9.7432;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.05 
1070; -1.3830; -0.9091; 121.6051; -0.1191; 0.1680; -9.7412;   0.01;  -0.03;   0.88;  -0.35;   0.14;   0.05 
1071; -1.3890; -0.9136; 122.0141; -0.1143; 0.2393; -9.7275;   0.01;  -0.03;   0.89;  -0.34;   0.14;   0.05 
1072; -1.3948; -0.9182; 122.4201; -0.1562; 0.3320; -9.7285;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.06 
1073; -1.3949; -0.9193; 122.8355; -0.1572; 0.2061; -9.7324;   0.01;  -0.03;   0.89;  -0.34;   0.15;   0.05 
1074; -1.4009; -0.9238; 123.2408; -0.1816; 0.3281; -9.8164;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.07 
1075; -1.4038; -0.9344; 123.6539; -0.1416; 0.1523; -9.7969;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1076; -1.4038; -0.9356; 124.0586; -0.1934; 0.4570; -9.7949;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1077; -1.4100; -0.9400; 124.4691; -0.1875; 0.2734; -9.7559;   0.01;  -0.03;   0.88;  -0.34;   0.14;   0.05 
1078; -1.4164; -0.9445; 124.8733; -0.1631; 0.2500; -9.7646;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1079; -1.4166; -0.9456; 125.2833; -0.1416; 0.2480; -9.7744;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1080; -1.4229; -0.9500; 125.6922; -0.1982; 0.4355; -9.7529;   0.01;  -0.03;   0.90;  -0.35;   0.15;   0.05 
1081; -1.4294; -0.9542; 126.1086; -0.1338; 0.1992; -9.7617;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1082; -1.4298; -0.9554; 126.5169; -0.1641; 0.2842; -9.7891;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1083; -1.4361; -0.9597; 126.9222; -0.1992; 0.3242; -9.7656;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1084; -1.4397; -0.9701; 127.3369; -0.1719; 0.2500; -9.8477;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.05 
1085; -1.4399; -0.9713; 127.7417; -0.1543; 0.2959; -9.7939;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.05 
1086; -1.4467; -0.9756; 128.1473; -0.1650; 0.2305; -9.7695;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.06 
1087; -1.4534; -0.9797; 128.5585; -0.1934; 0.4033; -9.7705;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.06 
1088; -1.4539; -0.9808; 128.9705; -0.1777; 0.2285; -9.7793;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.06 
1089; -1.4608; -0.9849; 129.3813; -0.1523; 0.3438; -9.7832;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.05 
1090; -1.4677; -0.9889; 129.7910; -0.1104; 0.1484; -9.7949;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1091; -1.4682; -0.9900; 130.1996; -0.1904; 0.3770; -9.7812;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1092; -1.4752; -0.9941; 130.6090; -0.1338; 0.1855; -9.7793;   0.01;  -0.03;   0.88;  -0.35;   0.15;   0.05 
1093; -1.4821; -0.9981; 131.0154; -0.1943; 0.2549; -9.7754;   0.01;  -0.03;   0.89;  -0.35;   0.14;   0.06 
1094; -1.4800; -1.0055; 131.4311; -0.2334; 0.3193; -9.7803;   0.01;  -0.03;   0.90;  -0.35;   0.15;   0.06 
1095; -1.4871; -1.0095; 131.8371; -0.1807; 0.3975; -9.7500;   0.01;  -0.03;   0.90;  -0.36;   0.15;   0.06 
1096; -1.4941; -1.0134; 132.2421; -0.1729; 0.2002; -9.7949;   0.01;  -0.03;   0.88;  -0.35;   0.15;   0.05 
1097; -1.4951; -1.0144; 132.6564; -0.1846; 0.2705; -9.7393;   0.01;  -0.04;   0.89;  -0.35;   0.14;   0.05 
1098; -1.4995; -1.0247; 133.0678; -0.1895; 0.3154; -9.7236;   0.01;  -0.03;   0.90;  -0.35;   0.14;   0.05 
1099; -1.5005; -1.0257; 133.4799; -0.1719; 0.2217; -9.7295;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.04 
1100; -1.5077; -1.0296; 133.8826; -0.1494; 0.3623; -9.7539;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.05 
1101; -1.5151; -1.0334; 134.2926; -0.1172; 0.1758; -9.7676;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.05 
1102; -1.5162; -1.0344; 134.7035; -0.1621; 0.4346; -9.7676;   0.01;  -0.03;   0.90;  -0.36;   0.15;   0.06 
1103; -1.5236; -1.0381; 135.1115; -0.1631; 0.2070; -9.7803;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.05 
1104; -1.5246; -1.0391; 135.5202; -0.1895; 0.2256; -9.7744;   0.01;  -0.03;   0.89;  -0.35;   0.16;   0.05 
1105; -1.5323; -1.0427; 135.9363; -0.1875; 0.2266; -9.8008;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.06 
1106; -1.5399; -1.0463; 136.3431; -0.2295; 0.4180; -9.7861;   0.01;  -0.03;   0.90;  -0.35;   0.15;   0.05 
1107; -1.5409; -1.0474; 136.7489; -0.1602; 0.1641; -9.7793;   0.01;  -0.03;   0.88;  -0.36;   0.15;   0.05 
1108; -1.5488; -1.0509; 137.1638; -0.1562; 0.2803; -9.7520;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.06 
1109; -1.5500; -1.0519; 137.5694; -0.2070; 0.3398; -9.7393;   0.01;  -0.03;   0.90;  -0.36;   0.15;   0.05 
1110; -1.5578; -1.0554; 137.9823; -0.1162; 0.3711; -9.8018;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.06 
1111; -1.5591; -1.0563; 138.3942; -0.1416; 0.3027; -9.7725;   0.01;  -0.03;   0.88;  -0.36;   0.15;   0.06 
1112; -1.5668; -1.0598; 138.7970; -0.2148; 0.3125; -9.7998;   0.01;  -0.03;   0.89;  -0.36;   0.14;   0.06 
1113; -1.5683; -1.0607; 139.2088; -0.1875; 0.3242; -9.7617;   0.01;  -0.03;   0.90;  -0.36;   0.15;   0.06 
1114; -1.5736; -1.0707; 139.6179; -0.2090; 0.2930; -9.7695;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.05 
1115; -1.5751; -1.0716; 140.0278; -0.2188; 0.3896; -9.7441;   0.01;  -0.03;   0.89;  -0.35;   0.15;   0.06 
1116; -1.5832; -1.0750; 140.4305; -0.1387; 0.1172; -9.7998;   0.01;  -0.03;   0.89;  -0.36;   0.14;   0.06 
1117; -1.5871; -1.0693; 140.8466; -0.2314; 0.4189; -9.7578;   0.01;  -0.02;   0.90;  -0.36;   0.15;   0.06 
1118; -1.5950; -1.0725; 141.2538; -0.1562; 0.2148; -9.7891;   0.00;  -0.03;   0.88;  -0.35;   0.15;   0.06 
1119; -1.5964; -1.0736; 141.6537; -0.1260; 0.3115; -9.8057;   0.01;  -0.02;   0.89;  -0.36;   0.15;   0.05 
1120; -1.6070; -1.0700; 142.0689; -0.1250; 0.2764; -9.7520;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.04 
1121; -1.6085; -1.0710; 142.4751; -0.1494; 0.4268; -9.7588;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1122; -1.6102; -1.0719; 142.8823; -0.1230; 0.1455; -9.7207;   0.01;  -0.02;   0.88;  -0.36;   0.16;   0.05 
1123; -1.6204; -1.0684; 143.2867; -0.1719; 0.2812; -9.6992;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1124; -1.6222; -1.0692; 143.7001; -0.2295; 0.2881; -9.6973;   0.01;  -0.03;   0.90;  -0.36;   0.16;   0.05 
1125; -1.6240; -1.0700; 144.1125; -0.2617; 0.3301; -9.7461;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1126; -1.6323; -1.0729; 144.5242; -0.2051; 0.4316; -9.7744;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.07 
1127; -1.6339; -1.0739; 144.9270; -0.1836; 0.2715; -9.8369;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.06 
1128; -1.6355; -1.0747; 145.3369; -0.1631; 0.4473; -9.8672;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1129; -1.6461; -1.0709; 145.7477; -0.1475; 0.3193; -9.8223;   0.01;  -0.03;   0.88;  -0.36;   0.15;   0.06 
1130; -1.6478; -1.0718; 146.1499; -0.1260; 0.3926; -9.7939;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1131; -1.6563; -1.0746; 146.5591; -0.1230; 0.2627; -9.7812;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1132; -1.6580; -1.0754; 146.9674; -0.2217; 0.4258; -9.7363;   0.01;  -0.03;   0.90;  -0.37;   0.15;   0.06 
1133; -1.6602; -1.0761; 147.3845; -0.1514; 0.1084; -9.6934;   0.01;  -0.03;   0.88;  -0.36;   0.15;   0.06 
1134; -1.6688; -1.0788; 147.7929; -0.1689; 0.2656; -9.6641;   0.01;  -0.03;   0.89;  -0.36;   0.15;   0.06 
1135; -1.6686; -1.0864; 148.1990; -0.2422; 0.3838; -9.7041;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.06 
1136; -1.6775; -1.0890; 148.6076; -0.1836; 0.4199; -9.7627;   0.01;  -0.03;   0.89;  -0.37;   0.15;   0.05 
1137; -1.6794; -1.0898; 149.0137; -0.1641; 0.2334; -9.8535;   0.00;  -0.03;   0.88;  -0.36;   0.16;   0.05 
1138; -1.6883; -1.0924; 149.4207; -0.1670; 0.3506; -9.8486;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1139; -1.6919; -1.0865; 149.8254; -0.1289; 0.3535; -9.8545;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1140; -1.6941; -1.0873; 150.2249; 0.9756; -0.0781; -9.7920;   0.01;  -0.03;   0.83;  -0.36;   0.16;   0.06 
1141; -1.6928; -1.0972; 150.4710; -0.8545; 1.0898; -9.5908;   0.02;  -0.05;   0.25;  -0.37;   0.15;   0.06 
1142; -1.6853; -1.1288; 150.6224; -0.5029; 0.0693; -9.8154;   0.05;  -0.09;   0.38;  -0.36;   0.16;   0.05 
1143; -1.6760; -1.1434; 150.8911; -0.2842; 0.3320; -9.6572;   0.02;  -0.04;   0.79;  -0.36;   0.16;   0.06 
1144; -1.6763; -1.1514; 151.2735; -0.2100; 0.2441; -9.6758;   0.01;  -0.03;   0.87;  -0.37;   0.16;   0.05 
1145; -1.6803; -1.1455; 151.6705; -0.1748; 0.3320; -9.7275;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.05 
1146; -1.6828; -1.1463; 152.0820; -0.1748; 0.2900; -9.7529;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.06 
1147; -1.6920; -1.1487; 152.4928; -0.1748; 0.4863; -9.8301;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.06 
1148; -1.6943; -1.1496; 152.8954; -0.1455; 0.2021; -9.9121;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.07 
1149; -1.6967; -1.1503; 153.3049; -0.1318; 0.3750; -9.8604;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1150; -1.6993; -1.1510; 153.7152; -0.2051; 0.3564; -9.8057;   0.01;  -0.03;   0.89;  -0.36;   0.16;   0.05 
1151; -1.7103; -1.1465; 154.1248; -0.1592; 0.3428; -9.7441;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.05 
1152; -1.7128; -1.1472; 154.5337; -0.2051; 0.2422; -9.6855;   0.01;  -0.03;   0.88;  -0.37;   0.16;   0.06 
1153; -1.7153; -1.1479; 154.9421; -0.2383; 0.2480; -9.6611;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.05 
1154; -1.7178; -1.1487; 155.3498; -0.1738; 0.3486; -9.6484;   0.01;  -0.03;   0.90;  -0.37;   0.17;   0.06 
1155; -1.7206; -1.1493; 155.7658; -0.1943; 0.3818; -9.7070;   0.01;  -0.03;   0.89;  -0.37;   0.16;   0.06 
1156; -1.7301; -1.1514; 156.1737; -0.1904; 0.3906; -9.7637;   0.01;  -0.03;   0.89;  -0.36;   0.17;   0.06 
1157; -1.7328; -1.1521; 156.5810; -0.1328; 0.2383; -9.8555;   0.01;  -0.03;   0.89;  -0.37;   0.16;   0.06 
1158; -1.7368; -1.1460; 156.9876; -0.2451; 0.4336; -9.8994;   0.01;  -0.03;   0.89;  -0.35;   0.17;   0.06 
1159; -1.7463; -1.1481; 157.3877; -0.1543; 0.2139; -9.8467;   0.01;  -0.03;   0.88;  -0.36;   0.17;   0.05 
1160; -1.7488; -1.1488; 157.7934; -0.2012; 0.3955; -9.8232;   0.01;  -0.03;   0.88;  -0.37;   0.17;   0.05 
1161; -1.7515; -1.1498; 158.1789; -0.2695; 0.4248; -9.7188;   0.01;  -0.03;   0.83;  -0.37;   0.18;   0.04 
1162; -1.7540; -1.1507; 158.5700; -0.2061; 0.3457; -9.7061;   0.01;  -0.03;   0.88;  -0.36;   0.17;   0.05 
1163; -1.7582; -1.1444; 158.9765; -0.1660; 0.1992; -9.6328;   0.01;  -0.03;   0.88;  -0.37;   0.17;   0.05 
1164; -1.7677; -1.1464; 159.3814; -0.1963; 0.3760; -9.6758;   0.01;  -0.03;   0.90;  -0.37;   0.17;   0.05 
1165; -1.7708; -1.1469; 159.7942; -0.1484; 0.3750; -9.7012;   0.01;  -0.03;   0.90;  -0.38;   0.16;   0.06 
1166; -1.7737; -1.1474; 160.2065; -0.1211; 0.3555; -9.7637;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.06 
1167; -1.7834; -1.1492; 160.6110; -0.1357; 0.3545; -9.8066;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.06 
1168; -1.7864; -1.1497; 161.0223; -0.1094; 0.2637; -9.8838;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.06 
1169; -1.7903; -1.1433; 161.4331; -0.1982; 0.4453; -9.8047;   0.01;  -0.03;   0.90;  -0.37;   0.17;   0.05 
1170; -1.7934; -1.1437; 161.8445; -0.2432; 0.4072; -9.7646;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.05 
1171; -1.8034; -1.1453; 162.2555; -0.2393; 0.3389; -9.7100;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.05 
1172; -1.8064; -1.1457; 162.6661; -0.2471; 0.2998; -9.7090;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.05 
1173; -1.8094; -1.1462; 163.0762; -0.2529; 0.4590; -9.7344;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.05 
1174; -1.8125; -1.1467; 163.4796; -0.1787; 0.1865; -9.7324;   0.01;  -0.03;   0.88;  -0.36;   0.17;   0.05 
1175; -1.8164; -1.1403; 163.8888; -0.1445; 0.3730; -9.7295;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.06 
1176; -1.8265; -1.1416; 164.2987; -0.1758; 0.4355; -9.7461;   0.01;  -0.03;   0.90;  -0.37;   0.18;   0.05 
1177; -1.8296; -1.1420; 164.7081; -0.1455; 0.3496; -9.8018;   0.01;  -0.03;   0.90;  -0.38;   0.18;   0.06 
1178; -1.8330; -1.1424; 165.1180; -0.1377; 0.2656; -9.8145;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.06 
1179; -1.8360; -1.1428; 165.5267; -0.2197; 0.3672; -9.7881;   0.01;  -0.03;   0.90;  -0.37;   0.17;   0.05 
1180; -1.8463; -1.1439; 165.9431; -0.1660; 0.4287; -9.7412;   0.01;  -0.03;   0.90;  -0.37;   0.18;   0.05 
1181; -1.8496; -1.1443; 166.3519; -0.2334; 0.4248; -9.6973;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.04 
1182; -1.8535; -1.1378; 166.7531; -0.2158; 0.3887; -9.6895;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.06 
1183; -1.8566; -1.1382; 167.1612; -0.1348; 0.3008; -9.7725;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.06 
1184; -1.8670; -1.1392; 167.5699; -0.1855; 0.3965; -9.7783;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.06 
1185; -1.8704; -1.1395; 167.9781; -0.1494; 0.3105; -9.7793;   0.01;  -0.03;   0.88;  -0.36;   0.18;   0.06 
1186; -1.8737; -1.1398; 168.3861; -0.1523; 0.3750; -9.7939;   0.01;  -0.03;   0.89;  -0.37;   0.18;   0.05 
1187; -1.8777; -1.1331; 168.7937; -0.1807; 0.3965; -9.7715;   0.01;  -0.03;   0.89;  -0.37;   0.17;   0.05 
