sequenceNumber; roll; pitch; yaw; (accel:) x; y; z; (gyro:) X; Y; Z; (mag:) X; Y; Z 
12545; -2.5648; -1.2206; -78.8439; -0.1777; 0.4805; -9.8682;  -0.01;   0.03;  -0.79;  -0.40;   0.42;   0.04 
12546; -2.5650; -1.2235; -79.2076; -0.1777; 0.4805; -9.8633;  -0.01;   0.03;  -0.80;  -0.40;   0.42;   0.05 
12547; -2.5658; -1.2263; -79.5789; -0.1582; 0.4424; -9.8701;  -0.01;   0.03;  -0.81;  -0.40;   0.42;   0.03 
12548; -2.5665; -1.2293; -79.9598; -0.1777; 0.4932; -9.8682;  -0.02;   0.03;  -0.82;  -0.40;   0.42;   0.03 
12549; -2.5665; -1.2325; -80.3306; -0.1689; 0.4600; -9.8809;  -0.02;   0.03;  -0.83;  -0.41;   0.42;   0.03 
12550; -2.5625; -1.2411; -80.7196; -0.1797; 0.4492; -9.8506;  -0.01;   0.03;  -0.85;  -0.40;   0.42;   0.04 
12551; -2.5629; -1.2445; -81.1074; -0.1826; 0.4688; -9.8594;  -0.01;   0.03;  -0.86;  -0.40;   0.42;   0.04 
12552; -2.5631; -1.2480; -81.5045; -0.1855; 0.4941; -9.8965;  -0.02;   0.03;  -0.87;  -0.39;   0.43;   0.04 
12553; -2.5583; -1.2471; -81.9104; -0.1875; 0.4717; -9.8760;  -0.01;   0.03;  -0.88;  -0.41;   0.42;   0.04 
12554; -2.5584; -1.2509; -82.3152; -0.1748; 0.4795; -9.8184;  -0.02;   0.03;  -0.89;  -0.40;   0.43;   0.03 
12555; -2.5583; -1.2548; -82.7187; -0.1758; 0.4688; -9.8691;  -0.01;   0.03;  -0.90;  -0.40;   0.42;   0.04 
12556; -2.5584; -1.2589; -83.1409; -0.1836; 0.4863; -9.8828;  -0.02;   0.03;  -0.91;  -0.40;   0.42;   0.03 
12557; -2.5537; -1.2683; -83.5616; -0.1611; 0.4004; -9.9072;  -0.02;   0.03;  -0.92;  -0.40;   0.42;   0.05 
12558; -2.5536; -1.2725; -83.9808; -0.1494; 0.4092; -9.9258;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12559; -2.5485; -1.2721; -84.4086; -0.1875; 0.4062; -9.8564;  -0.02;   0.03;  -0.93;  -0.39;   0.42;   0.04 
12560; -2.5485; -1.2764; -84.8345; -0.1855; 0.4219; -9.8916;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12561; -2.5484; -1.2807; -85.2588; -0.1445; 0.4473; -9.8633;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12562; -2.5481; -1.2851; -85.6815; -0.1777; 0.4092; -9.8633;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12563; -2.5485; -1.2894; -86.1122; -0.2002; 0.4414; -9.9053;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12564; -2.5435; -1.2989; -86.5416; -0.1904; 0.4336; -9.8936;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12565; -2.5383; -1.2984; -86.9595; -0.1758; 0.4316; -9.8965;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12566; -2.5383; -1.3028; -87.3855; -0.1738; 0.4434; -9.8916;  -0.02;   0.03;  -0.93;  -0.40;   0.41;   0.04 
12567; -2.5385; -1.3072; -87.8197; -0.1729; 0.4141; -9.8877;  -0.02;   0.03;  -0.93;  -0.41;   0.41;   0.04 
12568; -2.5387; -1.3115; -88.2423; -0.1758; 0.4248; -9.9033;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12569; -2.5384; -1.3159; -88.6635; -0.1611; 0.4453; -9.8789;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12570; -2.5337; -1.3154; -89.0932; -0.1562; 0.4121; -9.8896;  -0.02;   0.03;  -0.93;  -0.40;   0.43;   0.04 
12571; -2.5286; -1.3249; -89.5211; -0.1611; 0.4434; -9.8916;  -0.02;   0.03;  -0.93;  -0.40;   0.43;   0.04 
12572; -2.5287; -1.3293; -89.9473; -0.1826; 0.4297; -9.8486;  -0.02;   0.03;  -0.93;  -0.41;   0.42;   0.04 
12573; -2.5286; -1.3338; -90.3719; -0.1543; 0.4434; -9.8887;  -0.02;   0.03;  -0.93;  -0.39;   0.42;   0.04 
12574; -2.5236; -1.3333; -90.7953; -0.1660; 0.4287; -9.8945;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12575; -2.5238; -1.3376; -91.2169; -0.1611; 0.4385; -9.8936;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12576; -2.5237; -1.3422; -91.6466; -0.1729; 0.4326; -9.8701;  -0.02;   0.03;  -0.93;  -0.39;   0.42;   0.04 
12577; -2.5191; -1.3417; -92.0753; -0.1777; 0.4336; -9.8799;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12578; -2.5139; -1.3510; -92.4922; -0.1494; 0.4004; -9.8906;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12579; -2.5139; -1.3555; -92.9174; -0.1650; 0.4180; -9.8496;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.03 
12580; -2.5141; -1.3601; -93.3508; -0.1807; 0.4424; -9.8672;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12581; -2.5095; -1.3594; -93.7735; -0.1729; 0.4131; -9.8418;  -0.02;   0.03;  -0.93;  -0.41;   0.42;   0.04 
12582; -2.5092; -1.3640; -94.1939; -0.1758; 0.4424; -9.8623;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12583; -2.5048; -1.3634; -94.6233; -0.1611; 0.4180; -9.9111;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12584; -2.4998; -1.3727; -95.0508; -0.1709; 0.4141; -9.8730;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12585; -2.4999; -1.3772; -95.4767; -0.1562; 0.3984; -9.9092;  -0.02;   0.03;  -0.93;  -0.40;   0.43;   0.04 
12586; -2.4952; -1.3766; -95.9014; -0.1846; 0.4160; -9.8701;  -0.02;   0.03;  -0.93;  -0.40;   0.43;   0.04 
12587; -2.4950; -1.3813; -96.3242; -0.1494; 0.4238; -9.8877;  -0.02;   0.03;  -0.93;  -0.40;   0.42;   0.04 
12588; -2.4955; -1.3858; -96.7557; -0.1846; 0.4189; -9.8750;  -0.02;   0.03;  -0.93;  -0.41;   0.42;   0.04 
12589; -2.4853; -1.3899; -97.1757; -0.1875; 0.4561; -9.8574;  -0.02;   0.03;  -0.93;  -0.41;   0.42;   0.04 
12590; -2.4855; -1.3945; -97.6041; -0.1826; 0.4502; -9.8740;  -0.02;   0.03;  -0.94;  -0.41;   0.42;   0.04 
12591; -2.4808; -1.3941; -98.0405; -0.1738; 0.4834; -9.8711;  -0.02;   0.03;  -0.95;  -0.41;   0.42;   0.04 
12592; -2.4809; -1.3991; -98.4846; -0.1904; 0.4619; -9.8691;  -0.02;   0.03;  -0.96;  -0.40;   0.42;   0.04 
12593; -2.4763; -1.3987; -98.9275; -0.1777; 0.4668; -9.8740;  -0.02;   0.03;  -0.97;  -0.39;   0.43;   0.03 
12594; -2.4758; -1.4039; -99.3676; -0.1807; 0.4521; -9.8760;  -0.02;   0.03;  -0.98;  -0.41;   0.42;   0.04 
12595; -2.4711; -1.4039; -99.8259; -0.1709; 0.4824; -9.8467;  -0.02;   0.03;  -0.99;  -0.39;   0.43;   0.03 
12596; -2.4655; -1.4137; -100.2820; -0.1924; 0.4961; -9.8320;  -0.02;   0.03;  -1.00;  -0.41;   0.42;   0.04 
12597; -2.4653; -1.4192; -100.7461; -0.2363; 0.4697; -9.9111;  -0.02;   0.03;  -1.02;  -0.40;   0.42;   0.03 
12598; -2.4603; -1.4195; -101.2176; -0.1943; 0.5186; -9.8457;  -0.02;   0.03;  -1.03;  -0.40;   0.42;   0.04 
12599; -2.4599; -1.4253; -101.6966; -0.1904; 0.4961; -9.9033;  -0.02;   0.04;  -1.05;  -0.40;   0.42;   0.03 
12600; -2.4546; -1.4259; -102.1731; -0.1855; 0.4482; -9.8906;  -0.02;   0.04;  -1.06;  -0.41;   0.41;   0.04 
12601; -2.4500; -1.4264; -102.6679; -0.1807; 0.4600; -9.8809;  -0.02;   0.04;  -1.07;  -0.41;   0.42;   0.04 
12602; -2.4493; -1.4326; -103.1595; -0.1709; 0.4912; -9.8896;  -0.02;   0.04;  -1.08;  -0.40;   0.42;   0.04 
12603; -2.4443; -1.4334; -103.6590; -0.1953; 0.5322; -9.8398;  -0.02;   0.04;  -1.09;  -0.40;   0.42;   0.03 
12604; -2.4435; -1.4397; -104.1560; -0.1875; 0.4756; -9.8447;  -0.02;   0.04;  -1.10;  -0.40;   0.42;   0.04 
12605; -2.4380; -1.4408; -104.6599; -0.1963; 0.4297; -9.8555;  -0.02;   0.04;  -1.11;  -0.40;   0.42;   0.03 
12606; -2.4374; -1.4473; -105.1720; -0.1973; 0.4893; -9.8467;  -0.02;   0.04;  -1.12;  -0.39;   0.42;   0.04 
12607; -2.4321; -1.4485; -105.6907; -0.2061; 0.4609; -9.8467;  -0.02;   0.04;  -1.13;  -0.40;   0.42;   0.04 
12608; -2.4269; -1.4498; -106.2168; -0.1953; 0.4688; -9.8799;  -0.02;   0.04;  -1.14;  -0.40;   0.42;   0.03 
12609; -2.4258; -1.4568; -106.7402; -0.1709; 0.4785; -9.8730;  -0.02;   0.04;  -1.15;  -0.40;   0.42;   0.04 
12610; -2.4206; -1.4582; -107.2713; -0.1934; 0.5156; -9.9023;  -0.02;   0.04;  -1.17;  -0.40;   0.41;   0.04 
12611; -2.4154; -1.4597; -107.8096; -0.1953; 0.4834; -9.8652;  -0.02;   0.04;  -1.18;  -0.40;   0.41;   0.04 
12612; -2.4138; -1.4670; -108.3439; -0.1758; 0.5107; -9.8457;  -0.02;   0.04;  -1.19;  -0.40;   0.42;   0.04 
12613; -2.4087; -1.4687; -108.8965; -0.1484; 0.4092; -9.8691;  -0.02;   0.04;  -1.20;  -0.41;   0.41;   0.04 
12614; -2.4031; -1.4706; -109.4452; -0.2090; 0.4785; -9.8682;  -0.02;   0.04;  -1.20;  -0.40;   0.42;   0.03 
12615; -2.4016; -1.4782; -110.0007; -0.1924; 0.4395; -9.8623;  -0.02;   0.04;  -1.22;  -0.41;   0.41;   0.04 
12616; -2.3964; -1.4801; -110.5647; -0.2119; 0.5049; -9.8809;  -0.02;   0.04;  -1.22;  -0.40;   0.42;   0.04 
12617; -2.3908; -1.4822; -111.1248; -0.1846; 0.4707; -9.8428;  -0.02;   0.04;  -1.24;  -0.41;   0.41;   0.04 
12618; -2.3892; -1.4902; -111.7009; -0.1641; 0.4912; -9.8828;  -0.02;   0.04;  -1.25;  -0.41;   0.41;   0.03 
12619; -2.3894; -1.4886; -112.2746; -0.1729; 0.4951; -9.8604;  -0.02;   0.04;  -1.27;  -0.40;   0.42;   0.04 
12620; -2.3835; -1.4912; -112.8629; -0.1709; 0.4697; -9.8809;  -0.02;   0.04;  -1.28;  -0.41;   0.41;   0.04 
12621; -2.3780; -1.4936; -113.4499; -0.1494; 0.4521; -9.8721;  -0.03;   0.04;  -1.29;  -0.40;   0.42;   0.03 
12622; -2.3760; -1.5020; -114.0339; -0.1953; 0.4736; -9.8779;  -0.03;   0.04;  -1.29;  -0.42;   0.42;   0.04 
12623; -2.3704; -1.5047; -114.6341; -0.1875; 0.5195; -9.8721;  -0.03;   0.04;  -1.31;  -0.41;   0.41;   0.04 
12624; -2.3703; -1.5038; -115.2391; -0.1826; 0.4316; -9.8916;  -0.02;   0.04;  -1.32;  -0.41;   0.42;   0.04 
12625; -2.3683; -1.5126; -115.8425; -0.1729; 0.4424; -9.8604;  -0.02;   0.05;  -1.33;  -0.41;   0.42;   0.04 
12626; -2.3627; -1.5156; -116.4619; -0.1807; 0.4424; -9.9268;  -0.02;   0.05;  -1.34;  -0.40;   0.42;   0.04 
12627; -2.3569; -1.5186; -117.0783; -0.2197; 0.5703; -9.9023;  -0.02;   0.04;  -1.35;  -0.40;   0.42;   0.04 
12628; -2.3506; -1.5219; -117.6993; -0.2148; 0.5010; -9.9004;  -0.02;   0.04;  -1.37;  -0.40;   0.42;   0.04 
12629; -2.3448; -1.5252; -118.3281; -0.2002; 0.4775; -9.9062;  -0.02;   0.05;  -1.38;  -0.41;   0.42;   0.03 
12630; -2.3449; -1.5250; -118.9629; -0.2090; 0.4941; -9.8438;  -0.02;   0.05;  -1.39;  -0.41;   0.41;   0.03 
12631; -2.3385; -1.5286; -119.6021; -0.1777; 0.4834; -9.8613;  -0.02;   0.05;  -1.40;  -0.40;   0.42;   0.04 
12632; -2.3326; -1.5322; -120.2491; -0.1562; 0.4307; -9.8682;  -0.03;   0.05;  -1.41;  -0.40;   0.42;   0.03 
12633; -2.3264; -1.5358; -120.8928; -0.1787; 0.4629; -9.9092;  -0.03;   0.05;  -1.42;  -0.41;   0.41;   0.04 
12634; -2.3203; -1.5396; -121.5515; -0.1826; 0.3994; -9.8828;  -0.03;   0.05;  -1.43;  -0.41;   0.42;   0.04 
12635; -2.3144; -1.5432; -122.2087; -0.2383; 0.5566; -9.8506;  -0.03;   0.05;  -1.43;  -0.41;   0.41;   0.04 
12636; -2.3142; -1.5438; -122.8699; -0.1738; 0.5781; -9.8291;  -0.03;   0.05;  -1.45;  -0.42;   0.41;   0.04 
12637; -2.3082; -1.5478; -123.5386; -0.1543; 0.4766; -9.8760;  -0.03;   0.05;  -1.47;  -0.42;   0.42;   0.04 
12638; -2.3016; -1.5520; -124.2112; -0.2021; 0.4795; -9.9033;  -0.03;   0.05;  -1.48;  -0.42;   0.41;   0.04 
12639; -2.2954; -1.5561; -124.8912; -0.1924; 0.4766; -9.8945;  -0.03;   0.05;  -1.49;  -0.42;   0.41;   0.04 
12640; -2.2891; -1.5604; -125.5767; -0.1514; 0.4453; -9.8887;  -0.03;   0.05;  -1.50;  -0.41;   0.41;   0.05 
12641; -2.2827; -1.5648; -126.2677; -0.1680; 0.3652; -9.8604;  -0.03;   0.05;  -1.51;  -0.42;   0.42;   0.03 
12642; -2.2827; -1.5659; -126.9570; -0.1738; 0.5498; -9.8496;  -0.03;   0.05;  -1.51;  -0.41;   0.42;   0.04 
12643; -2.2765; -1.5705; -127.6607; -0.1592; 0.5059; -9.8848;  -0.03;   0.05;  -1.54;  -0.42;   0.42;   0.04 
12644; -2.2698; -1.5752; -128.3677; -0.1562; 0.4834; -9.8779;  -0.03;   0.05;  -1.55;  -0.41;   0.42;   0.03 
12645; -2.2603; -1.5737; -129.0821; -0.1807; 0.4912; -9.8945;  -0.03;   0.05;  -1.56;  -0.41;   0.41;   0.05 
12646; -2.2540; -1.5783; -129.7947; -0.1924; 0.4512; -9.8574;  -0.03;   0.05;  -1.57;  -0.42;   0.41;   0.03 
12647; -2.2536; -1.5804; -130.5190; -0.2119; 0.4434; -9.8955;  -0.03;   0.05;  -1.57;  -0.41;   0.41;   0.04 
12648; -2.2470; -1.5853; -131.2419; -0.2627; 0.5498; -9.8623;  -0.03;   0.05;  -1.57;  -0.42;   0.41;   0.04 
12649; -2.2406; -1.5902; -131.9632; -0.2559; 0.5879; -9.8633;  -0.03;   0.05;  -1.59;  -0.41;   0.41;   0.04 
12650; -2.2310; -1.5890; -132.6965; -0.2314; 0.5176; -9.9043;  -0.03;   0.06;  -1.61;  -0.43;   0.41;   0.04 
12651; -2.2244; -1.5942; -133.4449; -0.2461; 0.5723; -9.8975;  -0.03;   0.05;  -1.62;  -0.43;   0.41;   0.04 
12652; -2.2241; -1.5968; -134.1896; -0.2285; 0.4512; -9.8633;  -0.03;   0.06;  -1.64;  -0.43;   0.41;   0.04 
12653; -2.2148; -1.5957; -134.9415; -0.1533; 0.4355; -9.8633;  -0.03;   0.06;  -1.64;  -0.43;   0.42;   0.04 
12654; -2.2081; -1.6011; -135.6979; -0.1367; 0.4785; -9.8594;  -0.03;   0.06;  -1.65;  -0.42;   0.41;   0.04 
12655; -2.2012; -1.6067; -136.4592; -0.1396; 0.3555; -9.9189;  -0.03;   0.06;  -1.67;  -0.42;   0.41;   0.04 
12656; -2.1985; -1.6032; -137.2272; -0.1807; 0.4902; -9.8779;  -0.03;   0.06;  -1.68;  -0.42;   0.41;   0.03 
12657; -2.1916; -1.6090; -137.9998; -0.1689; 0.4502; -9.8857;  -0.03;   0.06;  -1.69;  -0.42;   0.41;   0.03 
12658; -2.1820; -1.6083; -138.7774; -0.1318; 0.3496; -9.8906;  -0.03;   0.06;  -1.70;  -0.42;   0.40;   0.04 
12659; -2.1751; -1.6141; -139.5531; -0.1777; 0.5303; -9.8359;  -0.03;   0.06;  -1.70;  -0.42;   0.40;   0.03 
12660; -2.1660; -1.6135; -140.3437; -0.1270; 0.3965; -9.8555;  -0.03;   0.06;  -1.73;  -0.42;   0.40;   0.04 
12661; -2.1591; -1.6195; -141.1387; -0.1807; 0.4648; -9.8857;  -0.03;   0.06;  -1.74;  -0.42;   0.40;   0.04 
12662; -2.1563; -1.6168; -141.9383; -0.1709; 0.4033; -9.9160;  -0.03;   0.06;  -1.75;  -0.43;   0.40;   0.04 
12663; -2.1493; -1.6229; -142.7362; -0.1709; 0.4033; -9.9043;  -0.03;   0.06;  -1.76;  -0.43;   0.41;   0.04 
12664; -2.1403; -1.6226; -143.5486; -0.1738; 0.5547; -9.8662;  -0.03;   0.06;  -1.76;  -0.43;   0.41;   0.04 
12665; -2.1310; -1.6222; -144.3577; -0.2021; 0.4717; -9.8896;  -0.03;   0.06;  -1.78;  -0.43;   0.41;   0.04 
12666; -2.1216; -1.6220; -145.1712; -0.2461; 0.5967; -9.8994;  -0.03;   0.06;  -1.79;  -0.43;   0.40;   0.04 
12667; -2.1149; -1.6284; -146.0004; -0.1904; 0.4443; -9.9102;  -0.03;   0.06;  -1.80;  -0.42;   0.40;   0.03 
12668; -2.1125; -1.6262; -146.8263; -0.2578; 0.5508; -9.9004;  -0.03;   0.06;  -1.80;  -0.43;   0.40;   0.04 
12669; -2.1033; -1.6261; -147.6569; -0.1797; 0.3789; -9.8936;  -0.03;   0.06;  -1.82;  -0.43;   0.41;   0.04 
12670; -2.0962; -1.6328; -148.4934; -0.1875; 0.4951; -9.8770;  -0.03;   0.06;  -1.83;  -0.43;   0.40;   0.04 
12671; -2.0873; -1.6329; -149.3439; -0.1904; 0.4219; -9.8965;  -0.03;   0.06;  -1.85;  -0.43;   0.41;   0.04 
12672; -2.0781; -1.6330; -150.1912; -0.1836; 0.4766; -9.8877;  -0.03;   0.06;  -1.85;  -0.43;   0.41;   0.04 
12673; -2.0691; -1.6332; -151.0446; -0.2256; 0.5869; -9.8164;  -0.03;   0.06;  -1.86;  -0.43;   0.40;   0.04 
12674; -2.0603; -1.6333; -151.9041; -0.1826; 0.4385; -9.8936;  -0.03;   0.06;  -1.88;  -0.42;   0.41;   0.04 
12675; -2.0529; -1.6404; -152.7679; -0.1807; 0.4434; -9.9053;  -0.03;   0.06;  -1.89;  -0.43;   0.40;   0.04 
12676; -2.0443; -1.6407; -153.6393; -0.2070; 0.4336; -9.8906;  -0.03;   0.06;  -1.90;  -0.43;   0.40;   0.04 
12677; -2.0355; -1.6409; -154.5078; -0.2393; 0.6562; -9.8809;  -0.03;   0.06;  -1.91;  -0.43;   0.39;   0.04 
12678; -2.0264; -1.6415; -155.3884; -0.1680; 0.4150; -9.8418;  -0.03;   0.06;  -1.92;  -0.43;   0.40;   0.04 
12679; -2.0178; -1.6418; -156.2690; -0.1660; 0.4092; -9.8613;  -0.03;   0.06;  -1.93;  -0.44;   0.40;   0.04 
12680; -2.0090; -1.6424; -157.1616; -0.1904; 0.4854; -9.8682;  -0.03;   0.07;  -1.94;  -0.43;   0.40;   0.03 
12681; -2.0002; -1.6430; -158.0528; -0.1611; 0.3994; -9.8662;  -0.03;   0.07;  -1.96;  -0.43;   0.40;   0.04 
12682; -1.9915; -1.6437; -158.9573; -0.1855; 0.4512; -9.9102;  -0.03;   0.07;  -1.97;  -0.44;   0.40;   0.04 
12683; -1.9830; -1.6443; -159.8605; -0.1895; 0.4023; -9.8945;  -0.03;   0.07;  -1.98;  -0.44;   0.40;   0.04 
12684; -1.9745; -1.6450; -160.7697; -0.1719; 0.5020; -9.9316;  -0.03;   0.06;  -1.97;  -0.43;   0.40;   0.04 
12685; -1.9651; -1.6386; -161.6704; -0.1270; 0.3477; -9.9023;  -0.03;   0.07;  -1.98;  -0.44;   0.40;   0.04 
12686; -1.9569; -1.6392; -162.5771; -0.2051; 0.5293; -9.8994;  -0.03;   0.07;  -1.98;  -0.44;   0.40;   0.04 
12687; -1.9488; -1.6398; -163.4827; -0.1807; 0.3271; -9.9238;  -0.03;   0.07;  -1.98;  -0.43;   0.40;   0.04 
12688; -1.9409; -1.6403; -164.3871; -0.1904; 0.4717; -9.8779;  -0.03;   0.07;  -1.97;  -0.44;   0.40;   0.04 
12689; -1.9330; -1.6407; -165.2905; -0.2432; 0.4189; -9.8936;  -0.03;   0.07;  -1.98;  -0.44;   0.40;   0.04 
12690; -1.9244; -1.6343; -166.2003; -0.1709; 0.3955; -9.8926;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12691; -1.9168; -1.6348; -167.1091; -0.1904; 0.4268; -9.8867;  -0.03;   0.07;  -1.98;  -0.43;   0.40;   0.04 
12692; -1.9093; -1.6353; -168.0169; -0.2480; 0.5693; -9.8711;  -0.03;   0.07;  -1.97;  -0.44;   0.39;   0.04 
12693; -1.9020; -1.6357; -168.9169; -0.1650; 0.3545; -9.8730;  -0.03;   0.07;  -1.98;  -0.43;   0.40;   0.04 
12694; -1.8947; -1.6361; -169.8233; -0.2148; 0.4883; -9.8887;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12695; -1.8870; -1.6296; -170.7292; -0.2070; 0.4902; -9.8770;  -0.03;   0.07;  -1.97;  -0.44;   0.40;   0.04 
12696; -1.8800; -1.6300; -171.6343; -0.1699; 0.3262; -9.8906;  -0.03;   0.07;  -1.97;  -0.44;   0.40;   0.04 
12697; -1.8661; -1.6308; -172.5391; -0.2412; 0.4961; -9.9102;  -0.04;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12698; -1.8588; -1.6242; -173.4504; -0.1895; 0.3857; -9.8955;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12699; -1.8522; -1.6245; -174.3541; -0.1729; 0.4023; -9.8857;  -0.03;   0.07;  -1.97;  -0.45;   0.39;   0.03 
12700; -1.8456; -1.6249; -175.2645; -0.1846; 0.3369; -9.8662;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12701; -1.8320; -1.6185; -176.1678; -0.1738; 0.4824; -9.9014;  -0.03;   0.07;  -1.98;  -0.45;   0.39;   0.04 
12702; -1.8256; -1.6188; -177.0777; -0.1221; 0.2754; -9.8838;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.04 
12703; -1.8198; -1.6190; -177.9805; -0.2178; 0.5488; -9.9014;  -0.03;   0.07;  -1.97;  -0.45;   0.39;   0.04 
12704; -1.8136; -1.6123; -178.8902; -0.2070; 0.3955; -9.8896;  -0.03;   0.07;  -1.98;  -0.45;   0.39;   0.05 
12705; -1.8007; -1.6127; -179.7998; -0.1416; 0.4268; -9.8203;  -0.03;   0.07;  -1.98;  -0.44;   0.38;   0.03 
12706; -1.7877; -1.6129; 179.3046; -0.2061; 0.4248; -9.8457;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.03 
12707; -1.7822; -1.6131; 178.3950; -0.2217; 0.4805; -9.8652;  -0.03;   0.07;  -1.97;  -0.46;   0.38;   0.04 
12708; -1.7698; -1.6061; 177.4921; -0.1807; 0.4404; -9.8906;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.04 
12709; -1.7643; -1.6064; 176.5822; -0.2402; 0.4209; -9.8857;  -0.03;   0.07;  -1.98;  -0.45;   0.39;   0.03 
12710; -1.7593; -1.6064; 175.6793; -0.1992; 0.4189; -9.8721;  -0.03;   0.07;  -1.97;  -0.45;   0.38;   0.03 
12711; -1.7474; -1.5993; 174.7756; -0.1875; 0.4062; -9.8711;  -0.03;   0.07;  -1.98;  -0.46;   0.38;   0.04 
12712; -1.7426; -1.5995; 173.8652; -0.2217; 0.5859; -9.8662;  -0.03;   0.07;  -1.98;  -0.44;   0.39;   0.03 
12713; -1.7380; -1.5927; 172.9609; -0.1680; 0.3066; -9.8789;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.03 
12714; -1.7269; -1.5855; 172.0495; -0.1660; 0.4141; -9.8730;  -0.03;   0.07;  -1.97;  -0.45;   0.38;   0.04 
12715; -1.7222; -1.5857; 171.1443; -0.2334; 0.3271; -9.9346;  -0.03;   0.07;  -1.98;  -0.46;   0.38;   0.04 
12716; -1.7116; -1.5784; 170.2389; -0.1895; 0.3809; -9.8887;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.04 
12717; -1.7072; -1.5786; 169.3324; -0.1963; 0.3105; -9.8662;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.04 
12718; -1.6969; -1.5712; 168.4258; -0.2725; 0.5957; -9.8799;  -0.03;   0.07;  -1.97;  -0.45;   0.38;   0.03 
12719; -1.6927; -1.5714; 167.5178; -0.2168; 0.3770; -9.9287;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.04 
12720; -1.6827; -1.5639; 166.6096; -0.2236; 0.4277; -9.8770;  -0.03;   0.07;  -1.98;  -0.44;   0.38;   0.03 
12721; -1.6799; -1.5573; 165.7007; -0.2676; 0.4434; -9.9111;  -0.03;   0.07;  -1.97;  -0.45;   0.37;   0.03 
12722; -1.6693; -1.5566; 164.7971; -0.1973; 0.4482; -9.8906;  -0.04;   0.07;  -1.97;  -0.45;   0.38;   0.04 
12723; -1.6669; -1.5499; 163.8935; -0.2432; 0.4854; -9.8623;  -0.03;   0.07;  -1.98;  -0.46;   0.37;   0.03 
12724; -1.6567; -1.5493; 162.9816; -0.2012; 0.3604; -9.8652;  -0.03;   0.07;  -1.98;  -0.46;   0.37;   0.04 
12725; -1.6543; -1.5427; 162.0749; -0.1797; 0.3926; -9.8828;  -0.03;   0.07;  -1.97;  -0.45;   0.37;   0.04 
12726; -1.6446; -1.5419; 161.1752; -0.2002; 0.4561; -9.9141;  -0.03;   0.07;  -1.98;  -0.45;   0.38;   0.03 
12727; -1.6360; -1.5341; 160.2670; -0.1973; 0.4697; -9.9014;  -0.03;   0.07;  -1.98;  -0.45;   0.37;   0.03 
12728; -1.6342; -1.5277; 159.3565; -0.1943; 0.2568; -9.9092;  -0.03;   0.07;  -1.98;  -0.46;   0.37;   0.03 
12729; -1.6248; -1.5268; 158.4530; -0.2266; 0.5107; -9.9141;  -0.03;   0.07;  -1.97;  -0.46;   0.37;   0.03 
12730; -1.6168; -1.5190; 157.5482; -0.2031; 0.3193; -9.8545;  -0.03;   0.07;  -1.98;  -0.47;   0.36;   0.03 
12731; -1.6157; -1.5127; 156.6406; -0.1895; 0.3428; -9.8965;  -0.03;   0.07;  -1.98;  -0.45;   0.37;   0.04 
12732; -1.6066; -1.5117; 155.7328; -0.2422; 0.4248; -9.8525;  -0.03;   0.07;  -1.98;  -0.46;   0.37;   0.04 
12733; -1.5994; -1.5038; 154.8308; -0.2578; 0.5225; -9.8965;  -0.03;   0.07;  -1.97;  -0.47;   0.37;   0.03 
12734; -1.5989; -1.4976; 153.9197; -0.2236; 0.4004; -9.8994;  -0.03;   0.07;  -1.98;  -0.45;   0.37;   0.03 
