sequenceNumber; roll; pitch; yaw; (accel:) x; y; z; (gyro:) X; Y; Z; (mag:) X; Y; Z 
29; -2.4240; -0.9096; -75.0713; -0.1572; 0.4160; -9.9229;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
30; -2.4240; -0.9096; -75.0713; -0.1484; 0.4062; -9.8662;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
31; -2.4671; -0.9339; -75.0694; -0.1729; 0.4131; -9.8545;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.48 
33; -2.4824; -0.9369; -75.0688; -0.1562; 0.4492; -9.8574;   0.00;   0.00;  -0.00;   0.04;   0.09;   0.49 
34; -2.4824; -0.9369; -75.0688; -0.1855; 0.4424; -9.8721;   0.00;   0.00;   0.00;   0.05;   0.08;   0.48 
35; -2.4824; -0.9369; -75.0688; -0.1895; 0.4043; -9.8779;   0.00;   0.00;  -0.00;   0.04;   0.09;   0.48 
36; -2.4824; -0.9369; -75.0688; -0.1904; 0.4248; -9.9062;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.48 
37; -2.4824; -0.9369; -75.0688; -0.1846; 0.4160; -9.8799;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.48 
38; -2.4824; -0.9369; -75.0688; -0.1611; 0.4141; -9.8848;   0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
39; -2.4824; -0.9369; -75.0688; -0.1797; 0.4160; -9.8564;  -0.00;  -0.00;  -0.00;   0.04;   0.07;   0.49 
40; -2.4837; -0.9467; -75.0685; -0.1680; 0.4326; -9.8555;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
41; -2.4837; -0.9467; -75.0685; -0.1826; 0.4111; -9.8711;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
42; -2.4837; -0.9467; -75.0685; -0.1533; 0.4131; -9.8564;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
43; -2.4837; -0.9467; -75.0685; -0.1377; 0.4248; -9.8975;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
44; -2.4837; -0.9467; -75.0685; -0.1621; 0.4531; -9.9072;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.48 
45; -2.4837; -0.9467; -75.0685; -0.2041; 0.4023; -9.8994;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
46; -2.4837; -0.9467; -75.0685; -0.1973; 0.4160; -9.8818;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
47; -2.4794; -0.9522; -75.0685; -0.1680; 0.4209; -9.8701;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
48; -2.4794; -0.9522; -75.0685; -0.1582; 0.4121; -9.8164;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
49; -2.4794; -0.9522; -75.0685; -0.1904; 0.4570; -9.8857;   0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
50; -2.4794; -0.9522; -75.0685; -0.1973; 0.4424; -9.8594;   0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
51; -2.4755; -0.9578; -75.0781; -0.1797; 0.4160; -9.8584;  -0.00;   0.00;  -0.00;   0.04;   0.07;   0.49 
52; -2.4755; -0.9578; -75.0781; -0.1562; 0.4238; -9.8682;   0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
53; -2.4811; -0.9621; -75.0778; -0.1875; 0.4023; -9.8730;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
54; -2.4811; -0.9621; -75.0778; -0.1543; 0.4287; -9.8779;   0.00;   0.00;  -0.00;   0.04;   0.07;   0.50 
55; -2.4811; -0.9621; -75.0778; -0.1758; 0.4121; -9.8926;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
56; -2.4811; -0.9621; -75.0778; -0.1494; 0.4453; -9.8633;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
57; -2.4768; -0.9676; -75.0777; -0.1748; 0.4375; -9.8584;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
58; -2.4768; -0.9676; -75.0777; -0.1465; 0.4287; -9.8682;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
59; -2.4768; -0.9676; -75.0777; -0.1992; 0.4277; -9.8652;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
60; -2.4768; -0.9676; -75.0777; -0.2041; 0.4521; -9.8809;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
61; -2.4768; -0.9676; -75.0777; -0.1699; 0.4365; -9.8418;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.48 
62; -2.4823; -0.9719; -75.0774; -0.1758; 0.4326; -9.8721;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
63; -2.4823; -0.9719; -75.0774; -0.1709; 0.4434; -9.9053;   0.00;   0.00;   0.00;   0.04;   0.08;   0.48 
64; -2.4823; -0.9719; -75.0774; -0.1777; 0.4209; -9.8750;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
65; -2.4823; -0.9719; -75.0774; -0.1660; 0.4229; -9.8652;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.48 
66; -2.4823; -0.9719; -75.0774; -0.1631; 0.4229; -9.8662;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
67; -2.4781; -0.9774; -75.0774; -0.1943; 0.4160; -9.8584;   0.00;  -0.00;  -0.00;   0.05;   0.08;   0.48 
68; -2.4836; -0.9817; -75.0771; -0.1494; 0.4023; -9.8877;  -0.00;  -0.00;  -0.00;   0.04;   0.09;   0.49 
69; -2.4836; -0.9817; -75.0771; -0.1826; 0.4395; -9.8574;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
70; -2.4836; -0.9817; -75.0771; -0.1631; 0.4531; -9.8389;  -0.00;  -0.00;   0.00;   0.04;   0.09;   0.48 
71; -2.4836; -0.9817; -75.0771; -0.1611; 0.3936; -9.9004;   0.00;   0.00;  -0.00;   0.04;   0.09;   0.48 
72; -2.4836; -0.9817; -75.0771; -0.1514; 0.4023; -9.8760;  -0.00;  -0.00;   0.00;   0.04;   0.09;   0.48 
73; -2.4836; -0.9817; -75.0771; -0.1924; 0.4170; -9.8945;   0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
74; -2.4794; -0.9872; -75.0771; -0.1660; 0.4121; -9.8760;   0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
75; -2.4794; -0.9872; -75.0771; -0.1670; 0.4307; -9.8086;   0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
76; -2.4738; -0.9830; -75.0774; -0.1611; 0.4277; -9.8633;   0.00;  -0.00;   0.00;   0.05;   0.09;   0.49 
77; -2.4738; -0.9830; -75.0774; -0.1377; 0.4150; -9.8994;  -0.00;  -0.00;   0.00;   0.05;   0.07;   0.49 
78; -2.4738; -0.9830; -75.0774; -0.1641; 0.4004; -9.9092;   0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
79; -2.4738; -0.9830; -75.0774; -0.1846; 0.3945; -9.8594;  -0.00;  -0.00;   0.00;   0.05;   0.07;   0.50 
80; -2.4738; -0.9830; -75.0774; -0.1797; 0.3965; -9.8428;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
81; -2.4640; -0.9842; -75.0776; -0.1699; 0.4014; -9.8525;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
82; -2.4640; -0.9842; -75.0776; -0.1660; 0.4355; -9.8721;  -0.00;   0.00;  -0.00;   0.05;   0.09;   0.49 
83; -2.4640; -0.9842; -75.0776; -0.1729; 0.4355; -9.8818;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
84; -2.4640; -0.9842; -75.0776; -0.1709; 0.4521; -9.8574;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.50 
85; -2.4640; -0.9842; -75.0776; -0.1758; 0.4043; -9.8828;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
86; -2.4585; -0.9800; -75.0779; -0.1680; 0.4043; -9.8809;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
87; -2.4585; -0.9800; -75.0779; -0.1826; 0.4072; -9.8760;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
88; -2.4585; -0.9800; -75.0779; -0.1348; 0.4062; -9.8643;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.48 
89; -2.4585; -0.9800; -75.0779; -0.1660; 0.4424; -9.8721;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
90; -2.4585; -0.9800; -75.0779; -0.1602; 0.4346; -9.8418;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
91; -2.4585; -0.9800; -75.0779; -0.1943; 0.4297; -9.8486;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
92; -2.4585; -0.9800; -75.0779; -0.1504; 0.4102; -9.8398;   0.00;   0.00;   0.00;   0.05;   0.08;   0.48 
93; -2.4529; -0.9757; -75.0782; -0.1582; 0.3916; -9.8506;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
94; -2.4529; -0.9757; -75.0782; -0.1611; 0.4189; -9.8633;  -0.00;   0.00;   0.00;   0.05;   0.08;   0.48 
95; -2.4529; -0.9757; -75.0782; -0.1943; 0.4141; -9.8701;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
96; -2.4529; -0.9757; -75.0782; -0.1592; 0.4189; -9.8828;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
97; -2.4526; -0.9759; -75.0796; -0.1562; 0.4258; -9.8682;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
98; -2.4526; -0.9759; -75.0796; -0.1729; 0.4287; -9.8867;  -0.00;   0.00;   0.00;   0.05;   0.08;   0.48 
99; -2.4526; -0.9759; -75.0796; -0.1533; 0.4307; -9.8652;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
100; -2.4471; -0.9716; -75.0799; -0.1758; 0.4375; -9.8750;   0.00;   0.00;  -0.00;   0.04;   0.09;   0.49 
101; -2.4471; -0.9716; -75.0799; -0.1748; 0.4561; -9.8477;   0.00;  -0.00;  -0.00;   0.05;   0.09;   0.48 
102; -2.4471; -0.9716; -75.0799; -0.1416; 0.4404; -9.8633;   0.00;  -0.00;  -0.00;   0.04;   0.09;   0.48 
103; -2.4471; -0.9716; -75.0799; -0.1758; 0.4355; -9.8652;   0.00;  -0.00;   0.00;   0.04;   0.07;   0.49 
104; -2.4526; -0.9759; -75.0796; -0.1992; 0.4219; -9.8867;  -0.00;  -0.00;  -0.00;   0.04;   0.07;   0.49 
105; -2.4526; -0.9759; -75.0796; -0.1709; 0.4023; -9.8857;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
106; -2.4526; -0.9759; -75.0796; -0.1533; 0.4443; -9.8535;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
107; -2.4526; -0.9759; -75.0796; -0.1631; 0.4346; -9.8506;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
108; -2.4569; -0.9703; -75.0797; -0.1650; 0.4297; -9.8418;   0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
109; -2.4569; -0.9703; -75.0797; -0.1631; 0.4307; -9.8633;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
110; -2.4569; -0.9703; -75.0797; -0.1328; 0.4199; -9.8926;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
111; -2.4569; -0.9703; -75.0797; -0.1660; 0.4121; -9.8926;   0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
112; -2.4569; -0.9703; -75.0797; -0.1611; 0.4326; -9.8604;   0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
113; -2.4569; -0.9703; -75.0797; -0.1465; 0.4609; -9.8457;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
114; -2.4569; -0.9703; -75.0797; -0.2041; 0.4014; -9.8750;   0.00;  -0.00;  -0.00;   0.05;   0.08;   0.48 
115; -2.4569; -0.9703; -75.0797; -0.1748; 0.4062; -9.8545;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
116; -2.4569; -0.9703; -75.0797; -0.1777; 0.4111; -9.8496;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
117; -2.4569; -0.9703; -75.0797; -0.1797; 0.4248; -9.8467;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
118; -2.4569; -0.9703; -75.0797; -0.1680; 0.4326; -9.8555;   0.00;  -0.00;  -0.00;   0.05;   0.08;   0.48 
119; -2.4569; -0.9703; -75.0797; -0.1758; 0.4287; -9.8799;  -0.00;  -0.00;  -0.00;   0.05;   0.07;   0.49 
120; -2.4569; -0.9703; -75.0797; -0.1611; 0.4053; -9.8926;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
121; -2.4569; -0.9703; -75.0797; -0.1758; 0.4229; -9.9111;  -0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
122; -2.4569; -0.9703; -75.0797; -0.1855; 0.4287; -9.8984;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
123; -2.4569; -0.9703; -75.0797; -0.1680; 0.4365; -9.8271;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.50 
124; -2.4569; -0.9703; -75.0797; -0.1631; 0.4238; -9.8701;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
125; -2.4569; -0.9703; -75.0797; -0.1348; 0.4453; -9.8701;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
126; -2.4569; -0.9703; -75.0797; -0.1660; 0.4473; -9.8770;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
127; -2.4569; -0.9703; -75.0797; -0.1660; 0.4209; -9.8564;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
128; -2.4569; -0.9703; -75.0797; -0.1758; 0.4072; -9.8945;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
129; -2.4569; -0.9703; -75.0797; -0.1660; 0.4131; -9.8594;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
130; -2.4569; -0.9703; -75.0797; -0.1807; 0.4062; -9.9189;  -0.00;   0.00;  -0.00;   0.05;   0.07;   0.49 
131; -2.4569; -0.9703; -75.0797; -0.1777; 0.4180; -9.8613;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
132; -2.4569; -0.9703; -75.0797; -0.1582; 0.4092; -9.8613;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
133; -2.4569; -0.9703; -75.0797; -0.1396; 0.4092; -9.8809;   0.00;   0.00;  -0.00;   0.05;   0.07;   0.49 
134; -2.4569; -0.9703; -75.0797; -0.1602; 0.4150; -9.8330;  -0.00;   0.00;  -0.00;   0.04;   0.09;   0.49 
135; -2.4569; -0.9703; -75.0797; -0.1572; 0.4121; -9.8066;  -0.00;   0.00;   0.00;   0.04;   0.09;   0.48 
136; -2.4569; -0.9703; -75.0797; -0.1729; 0.4141; -9.8799;  -0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
137; -2.4569; -0.9703; -75.0797; -0.1855; 0.4258; -9.8799;   0.00;   0.00;  -0.00;   0.04;   0.08;   0.48 
138; -2.4569; -0.9703; -75.0797; -0.1924; 0.4170; -9.8818;   0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
139; -2.4513; -0.9661; -75.0799; -0.1777; 0.4238; -9.8916;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
140; -2.4513; -0.9661; -75.0799; -0.1514; 0.4102; -9.8926;  -0.00;   0.00;  -0.00;   0.05;   0.07;   0.50 
141; -2.4513; -0.9661; -75.0799; -0.1729; 0.4082; -9.8447;   0.00;   0.00;   0.00;   0.05;   0.09;   0.49 
142; -2.4513; -0.9661; -75.0799; -0.1855; 0.4268; -9.8916;   0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
143; -2.4513; -0.9661; -75.0799; -0.1904; 0.4434; -9.9004;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
144; -2.4513; -0.9661; -75.0799; -0.1973; 0.4404; -9.8770;  -0.00;   0.00;  -0.00;   0.04;   0.09;   0.48 
145; -2.4471; -0.9716; -75.0799; -0.1943; 0.4424; -9.8740;   0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
146; -2.4471; -0.9716; -75.0799; -0.1943; 0.4111; -9.8633;  -0.00;  -0.00;   0.00;   0.04;   0.09;   0.49 
147; -2.4471; -0.9716; -75.0799; -0.1436; 0.4111; -9.8545;  -0.00;  -0.00;   0.00;   0.04;   0.07;   0.49 
148; -2.4471; -0.9716; -75.0799; -0.1748; 0.4395; -9.8555;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
149; -2.4526; -0.9759; -75.0796; -0.1826; 0.4375; -9.8770;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.50 
150; -2.4526; -0.9759; -75.0796; -0.2021; 0.4346; -9.9072;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
151; -2.4526; -0.9759; -75.0796; -0.1748; 0.4043; -9.8662;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
152; -2.4526; -0.9759; -75.0796; -0.1875; 0.4141; -9.8750;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
153; -2.4539; -0.9857; -75.0793; -0.1611; 0.4141; -9.8633;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
154; -2.4539; -0.9857; -75.0793; -0.1680; 0.4082; -9.8496;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.48 
155; -2.4539; -0.9857; -75.0793; -0.1582; 0.4268; -9.8350;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
156; -2.4539; -0.9857; -75.0793; -0.1992; 0.4326; -9.8691;  -0.00;   0.00;   0.00;   0.05;   0.09;   0.48 
157; -2.4539; -0.9857; -75.0793; -0.1631; 0.4229; -9.8398;  -0.00;   0.00;   0.00;   0.04;   0.09;   0.48 
158; -2.4539; -0.9857; -75.0793; -0.1582; 0.4043; -9.8574;  -0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
159; -2.4539; -0.9857; -75.0793; -0.1631; 0.4199; -9.8467;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
160; -2.4496; -0.9912; -75.0792; -0.1865; 0.4170; -9.8154;   0.00;  -0.00;  -0.00;   0.05;   0.09;   0.49 
161; -2.4496; -0.9912; -75.0792; -0.1582; 0.4277; -9.8564;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
162; -2.4496; -0.9912; -75.0792; -0.1680; 0.4287; -9.8770;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.48 
163; -2.4496; -0.9912; -75.0792; -0.1846; 0.4219; -9.8320;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
164; -2.4496; -0.9912; -75.0792; -0.1592; 0.4580; -9.9102;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
165; -2.4496; -0.9912; -75.0792; -0.1562; 0.4424; -9.8701;  -0.00;  -0.00;   0.00;   0.04;   0.07;   0.49 
166; -2.4539; -0.9857; -75.0793; -0.1436; 0.4180; -9.8516;   0.00;   0.00;  -0.00;   0.04;   0.08;   0.49 
167; -2.4539; -0.9857; -75.0793; -0.1709; 0.4473; -9.8574;   0.00;   0.00;   0.00;   0.05;   0.07;   0.49 
168; -2.4598; -0.9898; -75.0776; -0.1689; 0.4531; -9.8936;   0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
169; -2.4598; -0.9898; -75.0776; -0.1660; 0.4395; -9.8584;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
170; -2.4598; -0.9898; -75.0776; -0.1543; 0.4072; -9.8857;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
171; -2.4640; -0.9842; -75.0776; -0.1631; 0.4072; -9.8828;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
172; -2.4640; -0.9842; -75.0776; -0.1318; 0.4033; -9.8291;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
173; -2.4585; -0.9800; -75.0779; -0.1582; 0.4443; -9.8408;  -0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
174; -2.4585; -0.9800; -75.0779; -0.1924; 0.4512; -9.8428;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
175; -2.4683; -0.9787; -75.0776; -0.1729; 0.4326; -9.8652;   0.00;   0.00;   0.00;   0.04;   0.08;   0.49 
176; -2.4683; -0.9787; -75.0776; -0.1680; 0.4346; -9.8535;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
177; -2.4683; -0.9787; -75.0776; -0.1562; 0.4023; -9.8740;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
178; -2.4683; -0.9787; -75.0776; -0.1562; 0.4092; -9.8594;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.50 
179; -2.4725; -0.9732; -75.0777; -0.1592; 0.4434; -9.8770;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
180; -2.4725; -0.9732; -75.0777; -0.1846; 0.4102; -9.8467;  -0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
181; -2.4670; -0.9689; -75.0780; -0.1484; 0.4180; -9.8594;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
182; -2.4670; -0.9689; -75.0780; -0.1748; 0.4297; -9.8467;  -0.00;  -0.00;   0.00;   0.04;   0.07;   0.49 
183; -2.4670; -0.9689; -75.0780; -0.1797; 0.4180; -9.8584;  -0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
184; -2.4670; -0.9689; -75.0780; -0.1758; 0.4434; -9.8818;  -0.00;   0.00;   0.00;   0.04;   0.08;   0.48 
185; -2.4670; -0.9689; -75.0780; -0.1611; 0.4287; -9.8867;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.48 
186; -2.4670; -0.9689; -75.0780; -0.1328; 0.4287; -9.8828;   0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
187; -2.4713; -0.9633; -75.0780; -0.1748; 0.4219; -9.8398;   0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
188; -2.4713; -0.9633; -75.0780; -0.1631; 0.4287; -9.8730;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.49 
189; -2.4713; -0.9633; -75.0780; -0.1797; 0.3896; -9.8662;  -0.00;   0.00;  -0.00;   0.04;   0.07;   0.49 
190; -2.4709; -0.9635; -75.0794; -0.1826; 0.3945; -9.8691;   0.00;   0.00;  -0.00;   0.05;   0.08;   0.49 
191; -2.4709; -0.9635; -75.0794; -0.1924; 0.4141; -9.8682;   0.00;  -0.00;  -0.00;   0.05;   0.08;   0.49 
192; -2.4667; -0.9690; -75.0794; -0.1777; 0.4082; -9.8584;   0.00;   0.00;   0.00;   0.05;   0.08;   0.49 
193; -2.4667; -0.9690; -75.0794; -0.1699; 0.4180; -9.8516;  -0.00;  -0.00;  -0.00;   0.05;   0.08;   0.48 
194; -2.4611; -0.9648; -75.0797; -0.1533; 0.4287; -9.8682;  -0.00;  -0.00;  -0.00;   0.04;   0.08;   0.48 
195; -2.4611; -0.9648; -75.0797; -0.1660; 0.4160; -9.8613;   0.00;  -0.00;   0.00;   0.05;   0.08;   0.49 
196; -2.4611; -0.9648; -75.0797; -0.1758; 0.4219; -9.8818;  -0.00;  -0.00;   0.00;   0.04;   0.08;   0.49 
