0.000000000000000000e+00,3.881785000000000000e+05
1.000000000000000000e+00,3.657369531250000000e+04
2.000000000000000000e+00,3.511709687500000000e+05
3.000000000000000000e+00,9.170248437500000000e+04
5.000000000000000000e+00,2.542984161376953125e+02
4.000000000000000000e+00,4.781665527343750000e+03
6.000000000000000000e+00,3.456965312500000000e+05
7.000000000000000000e+00,3.282042187500000000e+05
8.000000000000000000e+00,4.819160937500000000e+04
1.000000000000000000e+01,3.081158789062500000e+04
9.000000000000000000e+00,3.294306562500000000e+05
1.100000000000000000e+01,1.061711303710937500e+03
1.300000000000000000e+01,3.403638437500000000e+05
1.200000000000000000e+01,3.314893125000000000e+05
1.400000000000000000e+01,1.404429589843750000e+04
1.500000000000000000e+01,3.255207500000000000e+05
1.600000000000000000e+01,8.012225781250000000e+04
1.700000000000000000e+01,3.206918437500000000e+05
1.800000000000000000e+01,1.229860546875000000e+05
1.900000000000000000e+01,3.344855625000000000e+05
2.000000000000000000e+01,9.497959375000000000e+04
2.100000000000000000e+01,3.880983125000000000e+05
2.300000000000000000e+01,4.158131875000000000e+05
2.200000000000000000e+01,8.379371093750000000e+04
2.400000000000000000e+01,1.095566210937500000e+04
2.500000000000000000e+01,3.852363125000000000e+05
2.600000000000000000e+01,1.366688378906250000e+04
2.700000000000000000e+01,3.826001250000000000e+05
2.800000000000000000e+01,9.710337500000000000e+04
2.900000000000000000e+01,3.778138437500000000e+05
3.000000000000000000e+01,2.205259960937500000e+04
3.100000000000000000e+01,7.703400878906250000e+02
3.200000000000000000e+01,3.550025312500000000e+05
3.300000000000000000e+01,3.787995625000000000e+05
3.400000000000000000e+01,2.176547851562500000e+04
3.500000000000000000e+01,3.790417500000000000e+05
3.600000000000000000e+01,2.035620312500000000e+04
3.700000000000000000e+01,3.926003437500000000e+05
3.800000000000000000e+01,1.007740937500000000e+05
4.000000000000000000e+01,3.793438671875000000e+04
3.900000000000000000e+01,3.914116875000000000e+05
4.100000000000000000e+01,5.346893310546875000e+02
4.200000000000000000e+01,3.731134375000000000e+05
4.300000000000000000e+01,2.421718750000000000e+04
4.400000000000000000e+01,3.844982187500000000e+05
4.500000000000000000e+01,9.931275781250000000e+04
4.600000000000000000e+01,3.715334687500000000e+05
4.700000000000000000e+01,3.779501562500000000e+05
4.800000000000000000e+01,6.187861718750000000e+04
4.900000000000000000e+01,2.174285888671875000e+02
5.000000000000000000e+01,3.874290312500000000e+05
5.100000000000000000e+01,3.618647187500000000e+05
5.200000000000000000e+01,1.055914140625000000e+05
5.300000000000000000e+01,3.736614687500000000e+05
5.400000000000000000e+01,1.282805781250000000e+05
5.500000000000000000e+01,3.804259375000000000e+04
5.600000000000000000e+01,3.824743437500000000e+05
5.700000000000000000e+01,3.785915312500000000e+05
5.800000000000000000e+01,3.871659375000000000e+05
5.900000000000000000e+01,2.883128125000000000e+05
6.000000000000000000e+01,3.031070703125000000e+04
6.100000000000000000e+01,4.388447187500000000e+05
6.200000000000000000e+01,1.399957968750000000e+05
6.300000000000000000e+01,3.867348750000000000e+05
6.400000000000000000e+01,5.989742578125000000e+04
6.500000000000000000e+01,3.964492812500000000e+05
6.600000000000000000e+01,5.150647656250000000e+04
6.700000000000000000e+01,3.844437812500000000e+05
6.800000000000000000e+01,2.339251757812500000e+04
6.900000000000000000e+01,3.677346875000000000e+05
7.000000000000000000e+01,2.295908007812500000e+04
7.100000000000000000e+01,3.767022812500000000e+05
7.200000000000000000e+01,8.977477343750000000e+04
7.400000000000000000e+01,1.836893359375000000e+04
7.300000000000000000e+01,3.827263437500000000e+05
7.500000000000000000e+01,5.006438903808593750e+02
7.600000000000000000e+01,3.229970625000000000e+05
7.700000000000000000e+01,3.646556875000000000e+05
7.800000000000000000e+01,8.944283593750000000e+04
7.900000000000000000e+01,8.096607812500000000e+04
8.000000000000000000e+01,3.391478125000000000e+05
8.100000000000000000e+01,3.313155312500000000e+05
8.200000000000000000e+01,1.101187734375000000e+05
8.300000000000000000e+01,3.776022500000000000e+05
8.400000000000000000e+01,7.246927343750000000e+04
8.500000000000000000e+01,1.443948242187500000e+03
8.600000000000000000e+01,3.713529062500000000e+05
8.700000000000000000e+01,1.637761425781250000e+04
8.800000000000000000e+01,3.856527812500000000e+05
8.900000000000000000e+01,1.129037890625000000e+05
9.000000000000000000e+01,3.957602812500000000e+05
9.100000000000000000e+01,2.821113085937500000e+04
9.200000000000000000e+01,3.922927812500000000e+05
9.300000000000000000e+01,5.481171875000000000e+03
9.400000000000000000e+01,3.780209687500000000e+05
9.500000000000000000e+01,3.851799062500000000e+05
9.600000000000000000e+01,1.033158203125000000e+05
9.700000000000000000e+01,3.454676875000000000e+05
9.800000000000000000e+01,2.734115625000000000e+04
9.900000000000000000e+01,3.718647812500000000e+05
1.000000000000000000e+02,4.427002343750000000e+04
1.010000000000000000e+02,6.047639062500000000e+04
1.020000000000000000e+02,3.822740937500000000e+05
1.030000000000000000e+02,3.563848750000000000e+05
1.040000000000000000e+02,5.579890234375000000e+04
1.050000000000000000e+02,3.933479687500000000e+05
1.060000000000000000e+02,9.115002343750000000e+04
1.070000000000000000e+02,3.693330937500000000e+05
1.080000000000000000e+02,3.381632812500000000e+05
1.090000000000000000e+02,1.121292734375000000e+05
1.100000000000000000e+02,8.725855102539062500e+02
1.110000000000000000e+02,3.954277500000000000e+05
1.120000000000000000e+02,3.822271250000000000e+05
1.130000000000000000e+02,1.357797656250000000e+05
1.140000000000000000e+02,2.661040039062500000e+02
1.150000000000000000e+02,3.486763125000000000e+05
1.160000000000000000e+02,4.038555000000000000e+05
1.170000000000000000e+02,3.042917187500000000e+04
1.180000000000000000e+02,3.924704375000000000e+05
1.190000000000000000e+02,2.422199375000000000e+05
1.200000000000000000e+02,2.009836059570312500e+03
1.210000000000000000e+02,3.962640625000000000e+05
1.220000000000000000e+02,3.966944687500000000e+05
1.230000000000000000e+02,1.152072421875000000e+05
1.240000000000000000e+02,3.447061875000000000e+05
1.250000000000000000e+02,4.153640937500000000e+05
1.260000000000000000e+02,1.283170234375000000e+05
1.270000000000000000e+02,4.714175625000000000e+05
1.280000000000000000e+02,7.083445312500000000e+04
1.290000000000000000e+02,1.941792968750000000e+03
1.300000000000000000e+02,4.687972500000000000e+05
1.310000000000000000e+02,7.620508593750000000e+04
1.320000000000000000e+02,3.885926562500000000e+05
1.330000000000000000e+02,1.680279218750000000e+05
1.340000000000000000e+02,5.466083750000000000e+05
1.350000000000000000e+02,1.008456718750000000e+05
1.370000000000000000e+02,4.216016015625000000e+04
1.360000000000000000e+02,7.039023125000000000e+05
1.380000000000000000e+02,4.144655937500000000e+05
1.390000000000000000e+02,8.148872656250000000e+04
1.400000000000000000e+02,4.059415312500000000e+05
1.410000000000000000e+02,1.247658105468750000e+04
1.420000000000000000e+02,3.969290000000000000e+05
1.430000000000000000e+02,1.016233750000000000e+05
1.440000000000000000e+02,6.994638281250000000e+04
1.460000000000000000e+02,4.617146484375000000e+04
1.450000000000000000e+02,4.623600312500000000e+05
1.470000000000000000e+02,4.483185625000000000e+05
1.480000000000000000e+02,4.966080078125000000e+04
1.490000000000000000e+02,3.825058750000000000e+05
1.500000000000000000e+02,7.292696875000000000e+05
1.510000000000000000e+02,5.374091875000000000e+05
1.520000000000000000e+02,1.289482125000000000e+06
1.530000000000000000e+02,3.188096923828125000e+03
