1.584841161966323853e-01,2.815923690795898438e-01,1.584841161966323853e-01,0.000000000000000000e+00,3.049875143915414810e-03,6.168944016098976135e-02,1.981927976012229919e-01,4.927731037139892578e+00
1.501209288835525513e-01,2.471038550138473511e-01,1.501209288835525513e-01,0.000000000000000000e+00,2.529680146835744381e-03,5.985829234123229980e-02,1.878908611834049225e-01,3.123816967010498047e+00
1.462012827396392822e-01,2.457031458616256714e-01,1.462012827396392822e-01,0.000000000000000000e+00,2.595242811366915703e-03,6.028491258621215820e-02,1.843343712389469147e-01,3.321534395217895508e+00
1.519578099250793457e-01,2.451061010360717773e-01,1.519578099250793457e-01,0.000000000000000000e+00,2.847997122444212437e-03,6.046038120985031128e-02,1.974260807037353516e-01,4.161320686340332031e+00
1.502331346273422241e-01,2.519990503787994385e-01,1.502331346273422241e-01,0.000000000000000000e+00,2.515822241548448801e-03,5.889444053173065186e-02,1.874591447412967682e-01,4.230348587036132812e+00
1.495491117238998413e-01,2.579765915870666504e-01,1.495491117238998413e-01,0.000000000000000000e+00,2.679950150195509195e-03,5.977834761142730713e-02,1.878335140645503998e-01,5.608820438385009766e+00
1.504403948783874512e-01,2.691693305969238281e-01,1.504403948783874512e-01,0.000000000000000000e+00,2.828077296726405621e-03,5.973543226718902588e-02,1.843954659998416901e-01,3.414066791534423828e+00
1.575869470834732056e-01,2.841709852218627930e-01,1.575869470834732056e-01,0.000000000000000000e+00,2.412510628346353769e-03,6.013070791959762573e-02,1.960860975086688995e-01,3.599712610244750977e+00
1.521975398063659668e-01,2.662261426448822021e-01,1.521975398063659668e-01,0.000000000000000000e+00,2.630708913784474134e-03,6.010453775525093079e-02,1.946633867919445038e-01,4.945804595947265625e+00
1.438030004501342773e-01,2.422612607479095459e-01,1.438030004501342773e-01,0.000000000000000000e+00,2.588178147561848164e-03,5.645469576120376587e-02,1.811054460704326630e-01,3.985235452651977539e+00
1.513985693454742432e-01,2.584785521030426025e-01,1.513985693454742432e-01,0.000000000000000000e+00,2.610501484014093876e-03,5.906805396080017090e-02,1.924156174063682556e-01,3.741905212402343750e+00
2.052669227123260498e-02,3.449138998985290527e-02,2.052669227123260498e-02,0.000000000000000000e+00,8.947837632149457932e-04,7.545954082161188126e-03,2.615482499822974205e-02,1.104199647903442383e+00
1.537774652242660522e-01,2.614030241966247559e-01,1.537774652242660522e-01,0.000000000000000000e+00,2.480325521901249886e-03,6.016134843230247498e-02,1.942991986870765686e-01,3.455483436584472656e+00
1.516011506319046021e-01,2.576026916503906250e-01,1.516011506319046021e-01,0.000000000000000000e+00,2.226374228484928608e-03,5.813272297382354736e-02,1.876159235835075378e-01,3.391294956207275391e+00
1.530170738697052002e-01,2.615723013877868652e-01,1.530170738697052002e-01,0.000000000000000000e+00,2.462284755893051624e-03,5.821171775460243225e-02,1.919265799224376678e-01,3.800748348236083984e+00
