1.581414341926574707e-01,2.763107717037200928e-01,1.581414341926574707e-01,0.000000000000000000e+00,2.179300703573971987e-03,5.958965420722961426e-02,1.938940696418285370e-01,4.908727169036865234e+00
1.499504595994949341e-01,2.543978989124298096e-01,1.499504595994949341e-01,0.000000000000000000e+00,2.067629771772772074e-03,5.836920067667961121e-02,1.844085492193698883e-01,4.311265468597412109e+00
2.026102133095264435e-02,3.566168621182441711e-02,2.026102133095264435e-02,0.000000000000000000e+00,6.899973377585411072e-04,6.335888057947158813e-03,2.517553931102156639e-02,9.024549722671508789e-01
2.168768830597400665e-02,4.585343226790428162e-02,2.168768830597400665e-02,0.000000000000000000e+00,7.559536898043006659e-04,6.663410924375057220e-03,2.606206340715289116e-02,1.920114755630493164e+00
1.548676192760467529e-01,2.656829655170440674e-01,1.548676192760467529e-01,0.000000000000000000e+00,1.798891637008637190e-03,5.863928049802780151e-02,1.913298405706882477e-01,4.063544273376464844e+00
1.471064239740371704e-01,2.531709074974060059e-01,1.471064239740371704e-01,0.000000000000000000e+00,1.932711253175511956e-03,5.825011059641838074e-02,1.835365071892738342e-01,5.098412990570068359e+00
1.467284858226776123e-01,2.531144022941589355e-01,1.467284858226776123e-01,0.000000000000000000e+00,1.844486308982595801e-03,5.847997218370437622e-02,1.852590069174766541e-01,4.165510654449462891e+00
1.503456085920333862e-01,2.652333676815032959e-01,1.503456085920333862e-01,0.000000000000000000e+00,1.724137255223467946e-03,5.857769399881362915e-02,1.814427375793457031e-01,4.104369640350341797e+00
2.078168652951717377e-02,3.561695292592048645e-02,2.078168652951717377e-02,0.000000000000000000e+00,5.018411320634186268e-04,7.294564042240381241e-03,2.661934774369001389e-02,8.289203047752380371e-01
1.412259191274642944e-01,2.242505252361297607e-01,1.412259191274642944e-01,0.000000000000000000e+00,1.681826484855264425e-03,5.878304690122604370e-02,1.781839579343795776e-01,3.037623405456542969e+00
1.280249282717704773e-02,3.355294838547706604e-02,1.280249282717704773e-02,0.000000000000000000e+00,1.857483221101574600e-04,2.425252227112650871e-03,1.256107143126428127e-02,1.126537799835205078e+00
1.487263441085815430e-01,2.452102750539779663e-01,1.487263441085815430e-01,0.000000000000000000e+00,1.723273977404460311e-03,5.687376111745834351e-02,1.876878030598163605e-01,3.049500942230224609e+00
2.282737195491790771e-02,4.206857830286026001e-02,2.282737195491790771e-02,0.000000000000000000e+00,6.159751501400023699e-04,7.722088135778903961e-03,2.797358715906739235e-02,1.041027665138244629e+00
1.424021087586879730e-03,8.071932941675186157e-03,1.424021087586879730e-03,0.000000000000000000e+00,1.066454036191544219e-07,6.292514171946095303e-06,2.934249960162560456e-05,1.015977740287780762e+00
1.478568762540817261e-01,2.510660886764526367e-01,1.478568762540817261e-01,0.000000000000000000e+00,1.793316274415701628e-03,5.675543099641799927e-02,1.820709258317947388e-01,3.277294397354125977e+00
1.443171948194503784e-01,2.359746843576431274e-01,1.443171948194503784e-01,0.000000000000000000e+00,1.628932048333808780e-03,5.741592124104499817e-02,1.849831975996494293e-01,3.295907497406005859e+00
1.517231911420822144e-01,2.524368762969970703e-01,1.517231911420822144e-01,0.000000000000000000e+00,1.620904542505741119e-03,5.974163487553596497e-02,1.913181245326995850e-01,4.232409954071044922e+00
1.448995023965835571e-01,2.431759238243103027e-01,1.448995023965835571e-01,0.000000000000000000e+00,1.690342905931174755e-03,5.786389857530593872e-02,1.831192150712013245e-01,3.416695833206176758e+00
1.521982401609420776e-01,2.724751234054565430e-01,1.521982401609420776e-01,0.000000000000000000e+00,1.725214387988671660e-03,5.759956687688827515e-02,1.881224364042282104e-01,3.898808479309082031e+00
1.458391314372420311e-03,1.092485338449478149e-02,1.458391314372420311e-03,0.000000000000000000e+00,1.281641210937323194e-07,5.949203568889060989e-06,1.820644092731527053e-05,1.090408444404602051e+00
2.182786725461483002e-02,3.882519155740737915e-02,2.182786725461483002e-02,0.000000000000000000e+00,5.824034451507031918e-04,7.922077551484107971e-03,2.808483596891164780e-02,1.325544834136962891e+00
