Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 1.62533, 359.884, 87.7542, -0.000976562, -0.000976562, 0, 0.0488281, 0.277344, -9.70801, 1.18.2022 20:12:14.258
1, 1.62533, 359.884, 87.7542, 0, -0.000976562, 0, 0.0410156, 0.261719, -9.73926, 1.18.2022 20:12:14.263
2, 1.62533, 359.884, 87.7542, 0, -0.000976562, 0, -0.0234375, 0.304688, -9.72754, 1.18.2022 20:12:14.271
3, 1.62533, 359.884, 87.7542, -0.000976562, -0.000976562, 0, 0.0869141, 0.265625, -9.71582, 1.18.2022 20:12:14.279
4, 1.63037, 359.889, 87.7541, -0.000976562, -0.000976562, 0, -0.00976562, 0.259766, -9.76172, 1.18.2022 20:12:14.287
5, 1.63037, 359.889, 87.7541, -0.000976562, 0, 0, 0, 0.279297, -9.75195, 1.18.2022 20:12:14.295
6, 1.63037, 359.889, 87.7541, -0.000976562, 0, -0.00195312, 0.0595703, 0.256836, -9.75098, 1.18.2022 20:12:14.303
7, 1.63037, 359.889, 87.7541, 0, 0, -0.00195312, -0.0214844, 0.274414, -9.77539, 1.18.2022 20:12:14.311
8, 1.63037, 359.889, 87.7541, -0.000976562, -0.000976562, 0, 0.0283203, 0.268555, -9.74316, 1.18.2022 20:12:14.319
9, 1.63037, 359.889, 87.7541, 0, 0, 0, 0.0341797, 0.262695, -9.69141, 1.18.2022 20:12:14.327
10, 1.63037, 359.889, 87.7541, -0.000976562, 0.000976562, 0, -0.0234375, 0.291992, -9.70898, 1.18.2022 20:12:14.335
11, 1.63521, 359.884, 87.7541, -0.00195312, -0.000976562, 0, 0.0927734, 0.269531, -9.77246, 1.18.2022 20:12:14.343
12, 1.63521, 359.884, 87.7541, 0, 0, 0.000976562, 0.0244141, 0.268555, -9.73145, 1.18.2022 20:12:14.351
13, 1.63521, 359.884, 87.7541, 0, 0, 0, 0.0078125, 0.306641, -9.72949, 1.18.2022 20:12:14.359
14, 1.63521, 359.884, 87.7541, 0, 0, 0, 0.0605469, 0.272461, -9.71289, 1.18.2022 20:12:14.367
15, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0, -0.00683594, 0.305664, -9.75781, 1.18.2022 20:12:14.375
16, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0, -0.0136719, 0.270508, -9.7207, 1.18.2022 20:12:14.383
17, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0.00195312, 0.0449219, 0.25293, -9.76758, 1.18.2022 20:12:14.391
18, 1.63521, 359.884, 87.7541, -0.00195312, -0.000976562, 0, -0.0292969, 0.291016, -9.76953, 1.18.2022 20:12:14.399
19, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, -0.00195312, 0.0458984, 0.28125, -9.74512, 1.18.2022 20:12:14.407
20, 1.63521, 359.884, 87.7541, -0.000976562, 0, 0, 0.0214844, 0.276367, -9.7334, 1.18.2022 20:12:14.415
21, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0, -0.00292969, 0.302734, -9.76562, 1.18.2022 20:12:14.423
22, 1.63521, 359.884, 87.7541, -0.000976562, 0, 0, 0.0732422, 0.258789, -9.79102, 1.18.2022 20:12:14.431
23, 1.63521, 359.884, 87.7541, -0.000976562, 0, 0.000976562, -0.00195312, 0.27832, -9.74219, 1.18.2022 20:12:14.439
24, 1.64006, 359.879, 87.7541, -0.000976562, 0, 0, 0.00878906, 0.25293, -9.78125, 1.18.2022 20:12:14.447
25, 1.64006, 359.879, 87.7541, -0.000976562, 0, 0, 0.0576172, 0.292969, -9.74512, 1.18.2022 20:12:14.455
26, 1.64006, 359.879, 87.7541, -0.000976562, 0, -0.00195312, -0.0664062, 0.271484, -9.72949, 1.18.2022 20:12:14.463
27, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, 0, 0.0478516, 0.263672, -9.73633, 1.18.2022 20:12:14.471
28, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, 0, 0.0107422, 0.287109, -9.79395, 1.18.2022 20:12:14.479
29, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, -0.00195312, -0.0244141, 0.271484, -9.75879, 1.18.2022 20:12:14.487
30, 1.64006, 359.879, 87.7541, -0.00195312, -0.000976562, 0, 0.0712891, 0.259766, -9.74219, 1.18.2022 20:12:14.495
31, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, 0, 0.0166016, 0.25, -9.7627, 1.18.2022 20:12:14.503
32, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, 0, 0.0166016, 0.273438, -9.73828, 1.18.2022 20:12:14.511
33, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, 0, 0.0888672, 0.256836, -9.73047, 1.18.2022 20:12:14.519
34, 1.64006, 359.879, 87.7541, -0.000976562, -0.000976562, -0.00195312, -0.00683594, 0.264648, -9.74023, 1.18.2022 20:12:14.527
35, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0, 0.0244141, 0.275391, -9.70703, 1.18.2022 20:12:14.535
36, 1.63521, 359.884, 87.7541, 0, 0, -0.00195312, 0.0244141, 0.240234, -9.73926, 1.18.2022 20:12:14.543
37, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0, -0.00878906, 0.272461, -9.70898, 1.18.2022 20:12:14.551
38, 1.63544, 359.884, 87.764, -0.000976562, -0.000976562, -0.00195312, 0.104492, 0.249023, -9.79688, 1.18.2022 20:12:14.559
39, 1.63544, 359.884, 87.764, -0.000976562, -0.00195312, 0.000976562, 0.0146484, 0.288086, -9.72559, 1.18.2022 20:12:14.567
40, 1.63521, 359.884, 87.7541, -0.000976562, -0.000976562, 0.000976562, 0.0136719, 0.289062, -9.76855, 1.18.2022 20:12:14.575
41, 1.63017, 359.879, 87.7543, -0.000976562, -0.000976562, 0, 0.0810547, 0.242188, -9.72559, 1.18.2022 20:12:14.583
42, 1.63017, 359.879, 87.7543, -0.000976562, -0.000976562, 0, -0.0527344, 0.27832, -9.74121, 1.18.2022 20:12:14.591
43, 1.63017, 359.879, 87.7543, 0, 0, 0, 0.0214844, 0.266602, -9.72852, 1.18.2022 20:12:14.599
44, 1.63017, 359.879, 87.7543, -0.000976562, -0.000976562, -0.00195312, 0.0244141, 0.287109, -9.71387, 1.18.2022 20:12:14.607
45, 1.63017, 359.879, 87.7543, -0.000976562, -0.000976562, 0, -0.00878906, 0.285156, -9.73535, 1.18.2022 20:12:14.615
46, 1.62514, 359.874, 87.7544, 0, -0.000976562, 0, 0.0810547, 0.248047, -9.76562, 1.18.2022 20:12:14.623
47, 1.62514, 359.874, 87.7544, -0.000976562, 0, 0, 0.0263672, 0.274414, -9.75195, 1.18.2022 20:12:14.631
48, 1.62514, 359.874, 87.7544, -0.000976562, -0.000976562, 0, 0.0117188, 0.269531, -9.7666, 1.18.2022 20:12:14.639
49, 1.62514, 359.874, 87.7544, 0.000976562, 0, 0, 0.0859375, 0.292969, -9.74805, 1.18.2022 20:12:14.647
50, 1.62514, 359.874, 87.7544, 0.000976562, 0, 0, 0.0136719, 0.303711, -9.77051, 1.18.2022 20:12:14.655
51, 1.6201, 359.869, 87.7545, -0.000976562, 0, 0, 0.0332031, 0.28418, -9.7666, 1.18.2022 20:12:14.663
52, 1.6201, 359.869, 87.7545, -0.000976562, 0, 0, 0.0595703, 0.258789, -9.72949, 1.18.2022 20:12:14.671
53, 1.6201, 359.869, 87.7545, -0.000976562, -0.000976562, 0, -0.0283203, 0.283203, -9.73438, 1.18.2022 20:12:14.679
54, 1.6201, 359.869, 87.7545, 0.000976562, 0, 0, 0.0693359, 0.283203, -9.73145, 1.18.2022 20:12:14.687
55, 1.61506, 359.864, 87.7546, 0.000976562, -0.000976562, 0, 0.03125, 0.295898, -9.74707, 1.18.2022 20:12:14.695
56, 1.61506, 359.864, 87.7546, -0.000976562, 0, 0, -0.00195312, 0.296875, -9.72559, 1.18.2022 20:12:14.703
57, 1.61506, 359.864, 87.7546, 0.000976562, 0, 0.000976562, 0.0761719, 0.25, -9.75879, 1.18.2022 20:12:14.711
58, 1.61506, 359.864, 87.7546, 0.000976562, -0.000976562, 0, 0.0380859, 0.273438, -9.7334, 1.18.2022 20:12:14.719
59, 1.61506, 359.864, 87.7546, 0.000976562, -0.000976562, -0.00195312, 0.0136719, 0.274414, -9.77148, 1.18.2022 20:12:14.727
60, 1.61002, 359.86, 87.7548, 0.000976562, -0.000976562, -0.00195312, 0.0644531, 0.283203, -9.73145, 1.18.2022 20:12:14.735
61, 1.61486, 359.855, 87.7548, 0.000976562, -0.000976562, -0.00195312, -0.0283203, 0.306641, -9.73438, 1.18.2022 20:12:14.743
62, 1.61486, 359.855, 87.7548, -0.000976562, 0, -0.000976562, 0.0341797, 0.255859, -9.70801, 1.18.2022 20:12:14.751
63, 1.61508, 359.855, 87.7647, -0.000976562, -0.000976562, 0, 0.0263672, 0.266602, -9.75, 1.18.2022 20:12:14.759
64, 1.61486, 359.855, 87.7548, 0.000976562, -0.000976562, 0.000976562, -0.0195312, 0.31543, -9.76953, 1.18.2022 20:12:14.767
65, 1.61486, 359.855, 87.7548, -0.000976562, -0.000976562, 0.000976562, 0.0791016, 0.24707, -9.74023, 1.18.2022 20:12:14.775
66, 1.61486, 359.855, 87.7548, 0.000976562, 0, 0.000976562, 0.0146484, 0.271484, -9.74707, 1.18.2022 20:12:14.783
67, 1.61486, 359.855, 87.7548, -0.000976562, 0, 0, -0.00976562, 0.286133, -9.74219, 1.18.2022 20:12:14.791
68, 1.61467, 359.845, 87.7549, -0.000976562, 0, 0, 0.0546875, 0.274414, -9.75781, 1.18.2022 20:12:14.799
69, 1.61467, 359.845, 87.7549, 0.000976562, 0, 0, -0.0380859, 0.307617, -9.73633, 1.18.2022 20:12:14.807
70, 1.61467, 359.845, 87.7549, -0.000976562, 0, 0, -0.00390625, 0.27832, -9.71875, 1.18.2022 20:12:14.815
71, 1.61467, 359.845, 87.7549, -0.00195312, 0, 0.000976562, 0.0449219, 0.286133, -9.76855, 1.18.2022 20:12:14.823
72, 1.61467, 359.845, 87.7549, -0.000976562, -0.000976562, 0, -0.0214844, 0.290039, -9.73438, 1.18.2022 20:12:14.831
73, 1.61467, 359.845, 87.7549, 0.000976562, -0.000976562, 0.000976562, 0.0429688, 0.256836, -9.73438, 1.18.2022 20:12:14.839
74, 1.61467, 359.845, 87.7549, 0.000976562, 0, 0, 0.0166016, 0.28418, -9.75684, 1.18.2022 20:12:14.847
75, 1.61971, 359.85, 87.7548, -0.000976562, 0, 0, 0.0166016, 0.291016, -9.76367, 1.18.2022 20:12:14.855
76, 1.61971, 359.85, 87.7548, -0.000976562, 0, 0, 0.0908203, 0.261719, -9.74414, 1.18.2022 20:12:14.863
77, 1.61971, 359.85, 87.7548, -0.000976562, -0.000976562, 0, -0.0361328, 0.291016, -9.75293, 1.18.2022 20:12:14.871
78, 1.61971, 359.85, 87.7548, -0.000976562, -0.000976562, 0, 0.000976562, 0.265625, -9.69824, 1.18.2022 20:12:14.879
79, 1.62455, 359.844, 87.7548, -0.000976562, -0.000976562, 0, 0.0410156, 0.258789, -9.72754, 1.18.2022 20:12:14.887
80, 1.62455, 359.844, 87.7548, -0.000976562, 0, -0.000976562, 0.0273438, 0.290039, -9.71387, 1.18.2022 20:12:14.895
81, 1.62455, 359.844, 87.7548, -0.000976562, 0, -0.000976562, 0.0605469, 0.301758, -9.72363, 1.18.2022 20:12:14.903
82, 1.62455, 359.844, 87.7548, -0.000976562, -0.000976562, -0.00195312, 0.0078125, 0.290039, -9.74023, 1.18.2022 20:12:14.911
83, 1.62455, 359.844, 87.7548, -0.000976562, -0.000976562, -0.000976562, -0.015625, 0.3125, -9.68457, 1.18.2022 20:12:14.919
84, 1.62959, 359.849, 87.7546, -0.000976562, -0.000976562, -0.000976562, 0.0751953, 0.279297, -9.69434, 1.18.2022 20:12:14.927
85, 1.62959, 359.849, 87.7546, -0.000976562, 0, -0.000976562, -0.00976562, 0.276367, -9.75684, 1.18.2022 20:12:14.935
86, 1.62959, 359.849, 87.7546, -0.000976562, 0.000976562, 0.000976562, 0.0380859, 0.25293, -9.75586, 1.18.2022 20:12:14.943
87, 1.62959, 359.849, 87.7546, 0, -0.000976562, -0.000976562, 0.0595703, 0.238281, -9.76367, 1.18.2022 20:12:14.951
88, 1.62959, 359.849, 87.7546, -0.000976562, -0.000976562, -0.000976562, -0.046875, 0.285156, -9.72949, 1.18.2022 20:12:14.959
89, 1.62959, 359.849, 87.7546, -0.000976562, -0.000976562, -0.000976562, 0.0478516, 0.259766, -9.76953, 1.18.2022 20:12:14.967
90, 1.62959, 359.849, 87.7546, -0.000976562, -0.000976562, 0.000976562, 0.0429688, 0.264648, -9.75977, 1.18.2022 20:12:14.975
91, 1.63463, 359.854, 87.7545, 0, -0.000976562, -0.000976562, -0.00878906, 0.308594, -9.71973, 1.18.2022 20:12:14.983
92, 1.63463, 359.854, 87.7545, 0, -0.000976562, 0, 0.0429688, 0.251953, -9.73633, 1.18.2022 20:12:14.991
93, 1.63463, 359.854, 87.7545, 0, -0.000976562, -0.000976562, 0.0429688, 0.292969, -9.7334, 1.18.2022 20:12:14.999
94, 1.63463, 359.854, 87.7545, -0.000976562, -0.000976562, -0.000976562, 0.0146484, 0.30957, -9.73242, 1.18.2022 20:12:15.007
95, 1.63463, 359.854, 87.7545, 0, 0, -0.000976562, 0.0830078, 0.260742, -9.80078, 1.18.2022 20:12:15.015
96, 1.63463, 359.854, 87.7545, -0.000976562, 0, -0.00195312, 0.0146484, 0.293945, -9.70898, 1.18.2022 20:12:15.023
97, 1.63463, 359.854, 87.7545, -0.000976562, -0.000976562, -0.00195312, 0.0400391, 0.28418, -9.7832, 1.18.2022 20:12:15.031
98, 1.63463, 359.854, 87.7545, -0.00195312, 0, -0.00195312, 0.0625, 0.266602, -9.74121, 1.18.2022 20:12:15.039
99, 1.63463, 359.854, 87.7545, -0.00195312, 0, -0.000976562, -0.0351562, 0.286133, -9.73926, 1.18.2022 20:12:15.047
100, 1.63463, 359.854, 87.7545, 0, 0, -0.000976562, 0.0693359, 0.256836, -9.7373, 1.18.2022 20:12:15.055
101, 1.63948, 359.849, 87.7545, -0.000976562, 0, -0.000976562, 0.0214844, 0.256836, -9.73828, 1.18.2022 20:12:15.063
102, 1.63948, 359.849, 87.7545, 0, -0.000976562, -0.000976562, 0.0273438, 0.255859, -9.71289, 1.18.2022 20:12:15.071
103, 1.63948, 359.849, 87.7545, -0.000976562, -0.000976562, -0.000976562, 0.0761719, 0.243164, -9.76855, 1.18.2022 20:12:15.079
104, 1.63948, 359.849, 87.7545, -0.000976562, -0.000976562, -0.000976562, -0.00878906, 0.24707, -9.72461, 1.18.2022 20:12:15.087
105, 1.63948, 359.849, 87.7545, 0, -0.000976562, -0.000976562, 0.0078125, 0.311523, -9.72461, 1.18.2022 20:12:15.095
106, 1.63948, 359.849, 87.7545, -0.000976562, -0.000976562, -0.000976562, 0.0380859, 0.25, -9.75586, 1.18.2022 20:12:15.103
107, 1.63444, 359.844, 87.7547, -0.000976562, -0.000976562, 0.000976562, -0.0263672, 0.286133, -9.73926, 1.18.2022 20:12:15.111
108, 1.63444, 359.844, 87.7547, -0.000976562, 0, -0.000976562, 0.0615234, 0.267578, -9.76758, 1.18.2022 20:12:15.119
