Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 2.20345, 0.171453, 188.897, -0.000976562, -0.00195312, 0, -0.0351562, 0.387695, -9.71289, 1.28.2022 18:10:41.544
1, 2.20399, 0.164481, 188.897, -0.000976562, -0.000976562, 0, -0.0517578, 0.378906, -9.71777, 1.28.2022 18:10:41.547
2, 2.20399, 0.164481, 188.897, 0, -0.000976562, 0, 0.0195312, 0.359375, -9.73828, 1.28.2022 18:10:41.555
3, 2.20399, 0.164481, 188.897, -0.000976562, -0.000976562, 0, -0.0703125, 0.375, -9.67676, 1.28.2022 18:10:41.563
4, 2.20399, 0.164481, 188.897, -0.000976562, 0, 0, -0.0585938, 0.369141, -9.71094, 1.28.2022 18:10:41.571
5, 2.20399, 0.164481, 188.897, -0.000976562, -0.000976562, -0.000976562, -0.0205078, 0.344727, -9.72168, 1.28.2022 18:10:41.579
6, 2.20399, 0.164481, 188.897, -0.000976562, -0.000976562, 0, -0.0664062, 0.375977, -9.71973, 1.28.2022 18:10:41.587
7, 2.20399, 0.164481, 188.897, -0.000976562, -0.00195312, 0, -0.00195312, 0.350586, -9.74512, 1.28.2022 18:10:41.595
8, 2.19702, 0.163939, 188.897, 0, -0.000976562, 0, -0.0302734, 0.354492, -9.72363, 1.28.2022 18:10:41.603
9, 2.19702, 0.163939, 188.897, -0.000976562, -0.000976562, 0, -0.0605469, 0.392578, -9.70508, 1.28.2022 18:10:41.611
10, 2.19702, 0.163939, 188.897, 0, -0.000976562, -0.000976562, 0.000976562, 0.368164, -9.71191, 1.28.2022 18:10:41.619
11, 2.19702, 0.163939, 188.897, -0.000976562, -0.000976562, 0.000976562, -0.0751953, 0.391602, -9.68652, 1.28.2022 18:10:41.627
12, 2.19702, 0.163939, 188.897, -0.000976562, -0.00195312, 0, -0.0078125, 0.390625, -9.65625, 1.28.2022 18:10:41.635
13, 2.19648, 0.170911, 188.897, 0, -0.00195312, -0.00195312, -0.00390625, 0.351562, -9.69043, 1.28.2022 18:10:41.643
14, 2.19648, 0.170911, 188.897, -0.000976562, -0.000976562, 0, -0.0654297, 0.401367, -9.69043, 1.28.2022 18:10:41.651
15, 2.19648, 0.170911, 188.897, -0.000976562, -0.00195312, 0, 0.000976562, 0.361328, -9.72168, 1.28.2022 18:10:41.659
16, 2.19648, 0.170911, 188.897, -0.00195312, -0.000976562, 0, -0.0380859, 0.362305, -9.7373, 1.28.2022 18:10:41.667
17, 2.19648, 0.170911, 188.897, 0, -0.000976562, 0, -0.0351562, 0.386719, -9.74121, 1.28.2022 18:10:41.675
18, 2.19648, 0.170911, 188.897, 0, -0.00195312, 0, 0.0263672, 0.342773, -9.73828, 1.28.2022 18:10:41.683
19, 2.18952, 0.170368, 188.897, 0, -0.000976562, 0, -0.0371094, 0.375977, -9.71289, 1.28.2022 18:10:41.691
20, 2.18952, 0.170368, 188.897, -0.000976562, 0, 0, -0.0185547, 0.375977, -9.70898, 1.28.2022 18:10:41.699
21, 2.18952, 0.170368, 188.897, 0, -0.000976562, -0.000976562, 0.0195312, 0.364258, -9.72656, 1.28.2022 18:10:41.707
22, 2.18952, 0.170368, 188.897, 0, -0.00195312, -0.00195312, -0.078125, 0.388672, -9.74023, 1.28.2022 18:10:41.715
23, 2.18952, 0.170368, 188.897, -0.000976562, -0.000976562, 0.000976562, 0.0244141, 0.388672, -9.74219, 1.28.2022 18:10:41.723
24, 2.18952, 0.170368, 188.897, -0.000976562, -0.000976562, 0, -0.0185547, 0.354492, -9.72363, 1.28.2022 18:10:41.731
25, 2.18952, 0.170368, 188.897, -0.000976562, 0.000976562, 0, -0.0615234, 0.397461, -9.70996, 1.28.2022 18:10:41.739
26, 2.18952, 0.170368, 188.897, -0.000976562, 0, 0, 0.0195312, 0.347656, -9.72852, 1.28.2022 18:10:41.747
