Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 1.83, 359.561, 195.302, -0.000976562, -0.000976562, 0, 0.046875, 0.351562, -9.69434, 1.25.2022 18:40:11.677
1, 1.83, 359.561, 195.302, -0.000976562, -0.00195312, 0, 0.12207, 0.28418, -9.70898, 1.25.2022 18:40:11.683
2, 1.83, 359.561, 195.302, -0.000976562, -0.00195312, -0.00195312, 0.0371094, 0.320312, -9.6875, 1.25.2022 18:40:11.691
3, 1.83693, 359.562, 195.302, -0.000976562, -0.000976562, -0.00195312, 0.100586, 0.301758, -9.71484, 1.25.2022 18:40:11.699
4, 1.83693, 359.562, 195.302, -0.000976562, -0.000976562, 0, 0.0820312, 0.280273, -9.71973, 1.25.2022 18:40:11.707
5, 1.83693, 359.562, 195.302, 0.000976562, -0.000976562, 0, 0.0292969, 0.328125, -9.73438, 1.25.2022 18:40:11.715
6, 1.83693, 359.562, 195.302, -0.000976562, -0.000976562, 0, 0.126953, 0.336914, -9.70312, 1.25.2022 18:40:11.723
7, 1.83693, 359.562, 195.302, -0.000976562, -0.000976562, 0, 0.0673828, 0.31543, -9.69531, 1.25.2022 18:40:11.731
8, 1.83693, 359.562, 195.302, 0, 0, -0.000976562, 0.0419922, 0.325195, -9.69727, 1.25.2022 18:40:11.739
9, 1.83693, 359.562, 195.302, -0.000976562, -0.000976562, 0, 0.131836, 0.3125, -9.69629, 1.25.2022 18:40:11.747
10, 1.83786, 359.555, 195.303, -0.000976562, 0, 0, 0.0322266, 0.329102, -9.68457, 1.25.2022 18:40:11.755
11, 1.83786, 359.555, 195.303, 0.000976562, -0.000976562, 0, 0.0507812, 0.317383, -9.69043, 1.25.2022 18:40:11.763
12, 1.83786, 359.555, 195.303, 0.000976562, -0.000976562, 0, 0.103516, 0.325195, -9.70996, 1.25.2022 18:40:11.771
13, 1.83786, 359.555, 195.303, -0.000976562, 0, 0, 0.0244141, 0.334961, -9.71973, 1.25.2022 18:40:11.779
14, 1.83786, 359.555, 195.303, -0.000976562, 0, 0, 0.138672, 0.285156, -9.7207, 1.25.2022 18:40:11.787
15, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0673828, 0.294922, -9.72168, 1.25.2022 18:40:11.795
16, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0576172, 0.306641, -9.72852, 1.25.2022 18:40:11.803
17, 1.83786, 359.555, 195.303, 0, 0, -0.000976562, 0.136719, 0.300781, -9.69922, 1.25.2022 18:40:11.811
18, 1.8382, 359.555, 195.302, 0, -0.000976562, -0.000976562, 0.0361328, 0.314453, -9.73242, 1.25.2022 18:40:11.819
19, 1.8382, 359.555, 195.302, -0.000976562, -0.000976562, 0, 0.0927734, 0.30957, -9.75684, 1.25.2022 18:40:11.827
20, 1.84512, 359.556, 195.302, -0.000976562, -0.000976562, 0, 0.0859375, 0.313477, -9.72656, 1.25.2022 18:40:11.835
21, 1.84479, 359.556, 195.303, 0, -0.00195312, 0.000976562, 0.0527344, 0.329102, -9.74219, 1.25.2022 18:40:11.843
22, 1.84479, 359.556, 195.303, -0.000976562, 0, 0, 0.107422, 0.285156, -9.72754, 1.25.2022 18:40:11.851
23, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, 0, 0.0615234, 0.3125, -9.76172, 1.25.2022 18:40:11.859
24, 1.84479, 359.556, 195.303, -0.000976562, -0.00195312, 0, 0.0292969, 0.318359, -9.69922, 1.25.2022 18:40:11.867
25, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, 0, 0.0957031, 0.292969, -9.75488, 1.25.2022 18:40:11.875
26, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, 0, 0.0214844, 0.322266, -9.75293, 1.25.2022 18:40:11.883
27, 1.84479, 359.556, 195.303, 0, -0.000976562, 0, 0.0654297, 0.308594, -9.70996, 1.25.2022 18:40:11.891
28, 1.83786, 359.555, 195.303, -0.000976562, 0, 0, 0.0957031, 0.292969, -9.75098, 1.25.2022 18:40:11.899
29, 1.83786, 359.555, 195.303, -0.000976562, 0, 0.000976562, 0.0410156, 0.31543, -9.7041, 1.25.2022 18:40:11.907
30, 1.83786, 359.555, 195.303, -0.000976562, -0.00195312, 0.000976562, 0.141602, 0.31543, -9.70312, 1.25.2022 18:40:11.915
31, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0634766, 0.319336, -9.68066, 1.25.2022 18:40:11.923
32, 1.83786, 359.555, 195.303, 0, -0.000976562, 0, 0.0927734, 0.321289, -9.65723, 1.25.2022 18:40:11.931
33, 1.83786, 359.555, 195.303, 0, -0.000976562, -0.000976562, 0.125, 0.297852, -9.68945, 1.25.2022 18:40:11.939
34, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, -0.000976562, 0.0175781, 0.328125, -9.71777, 1.25.2022 18:40:11.947
35, 1.83786, 359.555, 195.303, -0.00195312, -0.000976562, 0, 0.0820312, 0.310547, -9.7002, 1.25.2022 18:40:11.955
36, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0859375, 0.326172, -9.75391, 1.25.2022 18:40:11.963
37, 1.83786, 359.555, 195.303, -0.000976562, -0.00195312, 0.000976562, 0.0458984, 0.334961, -9.70898, 1.25.2022 18:40:11.971
38, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.134766, 0.308594, -9.70117, 1.25.2022 18:40:11.979
39, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0507812, 0.303711, -9.69531, 1.25.2022 18:40:11.987
40, 1.83786, 359.555, 195.303, -0.000976562, -0.000976562, 0, 0.0605469, 0.322266, -9.6875, 1.25.2022 18:40:11.995
41, 1.83786, 359.555, 195.303, -0.000976562, -0.00195312, 0, 0.120117, 0.31543, -9.70996, 1.25.2022 18:40:12.003
42, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, 0, 0.0478516, 0.321289, -9.74707, 1.25.2022 18:40:12.011
43, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, 0, 0.105469, 0.318359, -9.72656, 1.25.2022 18:40:12.019
44, 1.84479, 359.556, 195.303, 0, 0, 0, 0.0820312, 0.294922, -9.71973, 1.25.2022 18:40:12.027
45, 1.8448, 359.556, 195.295, -0.000976562, -0.000976562, 0, 0.0410156, 0.313477, -9.7041, 1.25.2022 18:40:12.035
46, 1.8448, 359.556, 195.295, -0.000976562, -0.000976562, 0, 0.131836, 0.291016, -9.69238, 1.25.2022 18:40:12.043
47, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, -0.000976562, 0.0654297, 0.300781, -9.68164, 1.25.2022 18:40:12.051
48, 1.84479, 359.556, 195.303, -0.000976562, -0.000976562, -0.000976562, 0.0644531, 0.311523, -9.7334, 1.25.2022 18:40:12.059
49, 1.84479, 359.556, 195.303, -0.000976562, -0.00195312, 0.000976562, 0.110352, 0.277344, -9.69727, 1.25.2022 18:40:12.067
50, 1.8448, 359.556, 195.295, -0.000976562, 0, 0.000976562, 0.0361328, 0.296875, -9.71387, 1.25.2022 18:40:12.075
51, 1.8448, 359.556, 195.295, -0.000976562, -0.00195312, -0.000976562, 0.100586, 0.291992, -9.72266, 1.25.2022 18:40:12.083
52, 1.83881, 359.548, 195.296, -0.000976562, 0, 0, 0.0732422, 0.303711, -9.77344, 1.25.2022 18:40:12.091
53, 1.83881, 359.548, 195.296, -0.000976562, -0.00195312, -0.000976562, 0.03125, 0.302734, -9.74023, 1.25.2022 18:40:12.099
54, 1.83881, 359.548, 195.296, -0.000976562, 0, 0, 0.135742, 0.283203, -9.74902, 1.25.2022 18:40:12.107
55, 1.83881, 359.548, 195.296, -0.000976562, 0, 0.000976562, 0.0742188, 0.301758, -9.72656, 1.25.2022 18:40:12.115
56, 1.83881, 359.548, 195.296, -0.00195312, 0, 0, 0.0908203, 0.329102, -9.74512, 1.25.2022 18:40:12.123
57, 1.83881, 359.548, 195.296, -0.00195312, 0, 0, 0.12207, 0.280273, -9.73242, 1.25.2022 18:40:12.131
58, 1.83881, 359.548, 195.296, -0.000976562, 0, 0, 0.00488281, 0.329102, -9.74121, 1.25.2022 18:40:12.139
59, 1.83188, 359.547, 195.295, -0.000976562, 0, -0.00195312, 0.0820312, 0.325195, -9.71387, 1.25.2022 18:40:12.147
60, 1.83188, 359.547, 195.295, -0.000976562, 0, -0.00195312, 0.0791016, 0.308594, -9.70703, 1.25.2022 18:40:12.155
61, 1.83188, 359.547, 195.295, -0.000976562, 0, 0.000976562, 0.0488281, 0.327148, -9.6875, 1.25.2022 18:40:12.163
62, 1.83188, 359.547, 195.295, -0.000976562, 0, 0, 0.114258, 0.292969, -9.74902, 1.25.2022 18:40:12.171
63, 1.83188, 359.547, 195.295, -0.000976562, 0.000976562, 0, 0.0458984, 0.296875, -9.72656, 1.25.2022 18:40:12.179
64, 1.83188, 359.547, 195.295, -0.000976562, 0, 0, 0.0644531, 0.304688, -9.72363, 1.25.2022 18:40:12.187
65, 1.82495, 359.546, 195.295, -0.000976562, 0.000976562, 0, 0.120117, 0.295898, -9.69629, 1.25.2022 18:40:12.195
66, 1.82495, 359.546, 195.295, -0.000976562, 0, 0, 0.0439453, 0.291992, -9.70996, 1.25.2022 18:40:12.203
67, 1.82495, 359.546, 195.295, -0.000976562, 0, 0, 0.0703125, 0.31543, -9.70703, 1.25.2022 18:40:12.211
68, 1.82495, 359.546, 195.295, 0, 0, -0.000976562, 0.0820312, 0.325195, -9.69727, 1.25.2022 18:40:12.219
