Seq, Rot x, Rot y, Rot z, Vel x, Vel y, Vel z, Acc x, Acc y, Acc z, Time(m.d.y h:m:s.ms)
0, 2.20305, 359.858, 179.527, 0, -0.000976562, -0.000976562, -0.0107422, 0.399414, -9.70117, 1.19.2022 20:7:3.757
1, 2.20302, 359.851, 179.527, -0.000976562, 0, -0.000976562, 0.0439453, 0.351562, -9.70996, 1.19.2022 20:7:3.763
2, 2.20302, 359.851, 179.527, 0, -0.000976562, 0, 0.0361328, 0.360352, -9.74512, 1.19.2022 20:7:3.771
3, 2.20301, 359.851, 179.52, -0.000976562, -0.000976562, 0, -0.015625, 0.405273, -9.72168, 1.19.2022 20:7:3.779
4, 2.20301, 359.851, 179.52, 0, -0.000976562, 0, 0.0722656, 0.363281, -9.71484, 1.19.2022 20:7:3.787
5, 2.20301, 359.851, 179.52, -0.000976562, -0.000976562, -0.000976562, 0.0146484, 0.374023, -9.72852, 1.19.2022 20:7:3.795
6, 2.20301, 359.851, 179.52, 0, -0.000976562, -0.000976562, 0.015625, 0.385742, -9.71387, 1.19.2022 20:7:3.803
7, 2.20301, 359.851, 179.52, 0, -0.000976562, -0.000976562, 0.0576172, 0.344727, -9.71094, 1.19.2022 20:7:3.811
8, 2.20301, 359.851, 179.52, 0, -0.000976562, -0.000976562, -0.00390625, 0.358398, -9.69336, 1.19.2022 20:7:3.819
9, 2.20301, 359.851, 179.52, -0.000976562, 0, -0.000976562, 0.0537109, 0.350586, -9.68945, 1.19.2022 20:7:3.827
10, 2.20301, 359.851, 179.52, -0.000976562, -0.000976562, 0, 0.0371094, 0.37793, -9.69727, 1.19.2022 20:7:3.835
11, 2.20298, 359.844, 179.52, 0, -0.000976562, -0.000976562, -0.000976562, 0.396484, -9.69434, 1.19.2022 20:7:3.843
12, 2.20298, 359.844, 179.52, 0, -0.000976562, 0, 0.0742188, 0.352539, -9.73926, 1.19.2022 20:7:3.851
13, 2.20298, 359.844, 179.52, -0.00195312, -0.00195312, 0, -0.0185547, 0.366211, -9.72266, 1.19.2022 20:7:3.857
14, 2.20298, 359.844, 179.52, 0, 0.00195312, -0.000976562, 0.0175781, 0.396484, -9.69434, 1.19.2022 20:7:3.867
15, 2.20298, 359.844, 179.52, -0.000976562, 0, -0.000976562, 0.0742188, 0.366211, -9.72656, 1.19.2022 20:7:3.873
16, 2.20298, 359.844, 179.52, -0.000976562, 0, -0.000976562, -0.0136719, 0.394531, -9.70801, 1.19.2022 20:7:3.881
17, 2.20298, 359.844, 179.52, 0, 0, 0, 0.0556641, 0.359375, -9.72949, 1.19.2022 20:7:3.889
18, 2.20295, 359.837, 179.52, 0, 0.00195312, -0.000976562, 0.0224609, 0.371094, -9.72852, 1.19.2022 20:7:3.897
19, 2.20295, 359.837, 179.52, -0.000976562, -0.000976562, -0.000976562, -0.0195312, 0.386719, -9.67773, 1.19.2022 20:7:3.905
20, 2.20295, 359.837, 179.52, -0.000976562, -0.000976562, -0.000976562, 0.0693359, 0.34082, -9.7373, 1.19.2022 20:7:3.913
21, 2.20295, 359.837, 179.52, -0.000976562, 0, -0.000976562, -0.0302734, 0.392578, -9.71289, 1.19.2022 20:7:3.921
22, 2.20295, 359.837, 179.52, -0.000976562, -0.000976562, -0.000976562, 0.0195312, 0.381836, -9.74219, 1.19.2022 20:7:3.929
23, 2.20295, 359.837, 179.52, -0.000976562, -0.000976562, -0.000976562, 0.0703125, 0.354492, -9.71777, 1.19.2022 20:7:3.937
24, 2.20295, 359.837, 179.52, 0, -0.000976562, -0.000976562, -0.000976562, 0.401367, -9.69629, 1.19.2022 20:7:3.945
